timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
20th < 2025,canada < canada_,usa < idaho,hydrogen,0.030466252714335097,expExc
20th < 2030,canada < canada_,usa < idaho,hydrogen,0.030466252714335097,expExc
20th < 2025,canada < canada_,usa < maine,hydrogen,2.247882902550988e-5,expExc
20th < 2030,canada < canada_,usa < maine,hydrogen,2.247882902550988e-5,expExc
20th < 2025,canada < canada_,usa < michigan,hydrogen,4.353420650823944e-5,expExc
20th < 2030,canada < canada_,usa < michigan,hydrogen,4.353420650823944e-5,expExc
20th < 2025,canada < canada_,usa < minnesota,hydrogen,0.001287645830231101,expExc
20th < 2030,canada < canada_,usa < minnesota,hydrogen,0.001287645830231101,expExc
20th < 2025,canada < canada_,usa < montana,hydrogen,0.04137977163663913,expExc
20th < 2030,canada < canada_,usa < montana,hydrogen,0.04137977163663913,expExc
20th < 2025,canada < canada_,usa < newHampshire,hydrogen,0.004512206777860879,expExc
20th < 2030,canada < canada_,usa < newHampshire,hydrogen,0.004512206777860879,expExc
20th < 2025,canada < canada_,usa < newYork,hydrogen,0.13417671503006964,expExc
20th < 2030,canada < canada_,usa < newYork,hydrogen,0.13417671503006964,expExc
20th < 2025,canada < canada_,usa < northDakota,hydrogen,0.001259178844855097,expExc
20th < 2030,canada < canada_,usa < northDakota,hydrogen,0.001259178844855097,expExc
20th < 2025,canada < canada_,usa < ohio,hydrogen,0.02208591422765835,expExc
20th < 2030,canada < canada_,usa < ohio,hydrogen,0.02208591422765835,expExc
20th < 2025,canada < canada_,usa < vermont,hydrogen,5.2133148016120896e-5,expExc
20th < 2030,canada < canada_,usa < vermont,hydrogen,5.2133148016120896e-5,expExc
20th < 2025,canada < canada_,usa < washington,hydrogen,9.311119107735752e-5,expExc
20th < 2030,canada < canada_,usa < washington,hydrogen,9.311119107735752e-5,expExc
20th < 2025,canada < canada_,usa < wisconsin,hydrogen,0.0009099121192848066,expExc
20th < 2030,canada < canada_,usa < wisconsin,hydrogen,0.0009099121192848066,expExc
20th < 2025,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,0.016742136105224896,expExc
20th < 2030,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,0.016742136105224896,expExc
20th < 2025,mexico < bajaCalifornia,mexico < noroeste,hydrogen,0.8138421029615668,expExc
20th < 2030,mexico < bajaCalifornia,mexico < noroeste,hydrogen,0.8138421029615668,expExc
20th < 2025,mexico < bajaCalifornia,usa < california,hydrogen,0.8305949731055717,expExc
