timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
20th < 2025,canada < canada_,usa < idaho,hydrogen,0.00045499897447216043,expExc
20th < 2030,canada < canada_,usa < idaho,hydrogen,0.00045499897447216043,expExc
20th < 2025,canada < canada_,usa < maine,hydrogen,1.90726613730999e-5,expExc
20th < 2030,canada < canada_,usa < maine,hydrogen,1.90726613730999e-5,expExc
20th < 2025,canada < canada_,usa < michigan,hydrogen,5.215160416458962e-5,expExc
20th < 2030,canada < canada_,usa < michigan,hydrogen,5.215160416458962e-5,expExc
20th < 2025,canada < canada_,usa < minnesota,hydrogen,9.352718521403342e-5,expExc
20th < 2030,canada < canada_,usa < minnesota,hydrogen,9.352718521403342e-5,expExc
20th < 2025,canada < canada_,usa < montana,hydrogen,8.415840166568741e-5,expExc
20th < 2030,canada < canada_,usa < montana,hydrogen,8.415840166568741e-5,expExc
20th < 2025,canada < canada_,usa < newHampshire,hydrogen,0.003498081460861452,expExc
20th < 2030,canada < canada_,usa < newHampshire,hydrogen,0.003498081460861452,expExc
20th < 2025,canada < canada_,usa < newYork,hydrogen,0.011739721945202869,expExc
20th < 2030,canada < canada_,usa < newYork,hydrogen,0.011739721945202869,expExc
20th < 2025,canada < canada_,usa < northDakota,hydrogen,8.321593301756293e-5,expExc
20th < 2030,canada < canada_,usa < northDakota,hydrogen,8.321593301756293e-5,expExc
20th < 2025,canada < canada_,usa < ohio,hydrogen,0.00027732688503274327,expExc
20th < 2030,canada < canada_,usa < ohio,hydrogen,0.00027732688503274327,expExc
20th < 2025,canada < canada_,usa < vermont,hydrogen,3.801415875383859e-5,expExc
20th < 2030,canada < canada_,usa < vermont,hydrogen,3.801415875383859e-5,expExc
20th < 2025,canada < canada_,usa < washington,hydrogen,7.404981774525348e-5,expExc
20th < 2030,canada < canada_,usa < washington,hydrogen,7.404981774525348e-5,expExc
20th < 2025,canada < canada_,usa < wisconsin,hydrogen,9.398668117016932e-5,expExc
20th < 2030,canada < canada_,usa < wisconsin,hydrogen,9.398668117016932e-5,expExc
20th < 2025,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,0.1351778239775586,expExc
20th < 2030,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,0.1351778239775586,expExc
20th < 2025,mexico < bajaCalifornia,mexico < noroeste,hydrogen,0.00017595955838910896,expExc
