timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
20th < 2025,canada < canada_,usa < idaho,hydrogen,0.02913187820573896,expExc
20th < 2030,canada < canada_,usa < idaho,hydrogen,0.02913187820573896,expExc
20th < 2025,canada < canada_,usa < maine,hydrogen,1.8314165360131706e-5,expExc
20th < 2030,canada < canada_,usa < maine,hydrogen,1.8314165360131706e-5,expExc
20th < 2025,canada < canada_,usa < michigan,hydrogen,6.003948670818899e-5,expExc
20th < 2030,canada < canada_,usa < michigan,hydrogen,6.003948670818899e-5,expExc
20th < 2025,canada < canada_,usa < minnesota,hydrogen,6.273105961006738e-5,expExc
20th < 2030,canada < canada_,usa < minnesota,hydrogen,6.273105961006738e-5,expExc
20th < 2025,canada < canada_,usa < montana,hydrogen,9.373575888456132e-5,expExc
20th < 2030,canada < canada_,usa < montana,hydrogen,9.373575888456132e-5,expExc
20th < 2025,canada < canada_,usa < newHampshire,hydrogen,3.1540159432132426e-5,expExc
20th < 2030,canada < canada_,usa < newHampshire,hydrogen,3.1540159432132426e-5,expExc
20th < 2025,canada < canada_,usa < newYork,hydrogen,0.029507030904243215,expExc
20th < 2030,canada < canada_,usa < newYork,hydrogen,0.029507030904243215,expExc
20th < 2025,canada < canada_,usa < northDakota,hydrogen,5.169955950961345e-5,expExc
20th < 2030,canada < canada_,usa < northDakota,hydrogen,5.169955950961345e-5,expExc
20th < 2025,canada < canada_,usa < ohio,hydrogen,0.0036591511099688646,expExc
20th < 2030,canada < canada_,usa < ohio,hydrogen,0.0036591511099688646,expExc
20th < 2025,canada < canada_,usa < vermont,hydrogen,2.5169909520482744e-5,expExc
20th < 2030,canada < canada_,usa < vermont,hydrogen,2.5169909520482744e-5,expExc
20th < 2025,canada < canada_,usa < washington,hydrogen,0.00014756942267846217,expExc
20th < 2030,canada < canada_,usa < washington,hydrogen,0.00014756942267846217,expExc
20th < 2025,canada < canada_,usa < wisconsin,hydrogen,8.062761848854888e-5,expExc
20th < 2030,canada < canada_,usa < wisconsin,hydrogen,8.062761848854888e-5,expExc
20th < 2025,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,0.00014122014104505252,expExc
20th < 2030,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,0.00014122014104505252,expExc
20th < 2025,mexico < bajaCalifornia,mexico < noroeste,hydrogen,0.8212697223360614,expExc
20th < 2030,mexico < bajaCalifornia,mexico < noroeste,hydrogen,0.8212697223360614,expExc
20th < 2025,mexico < bajaCalifornia,usa < california,hydrogen,0.8214118595624081,expExc
20th < 2030,mexico < bajaCalifornia,usa < california,hydrogen,0.8214118595624081,expExc
