timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
20th < 2025,canada < canada_,usa < idaho,hydrogen,0.0017258979195413735,expExc
20th < 2030,canada < canada_,usa < idaho,hydrogen,0.0017258979195413735,expExc
20th < 2025,canada < canada_,usa < maine,hydrogen,1.4346643034108214e-5,expExc
20th < 2030,canada < canada_,usa < maine,hydrogen,1.4346643034108214e-5,expExc
20th < 2025,canada < canada_,usa < michigan,hydrogen,3.6745820956109775e-5,expExc
20th < 2030,canada < canada_,usa < michigan,hydrogen,3.6745820956109775e-5,expExc
20th < 2025,canada < canada_,usa < minnesota,hydrogen,5.6105747298714364e-5,expExc
20th < 2030,canada < canada_,usa < minnesota,hydrogen,5.6105747298714364e-5,expExc
20th < 2025,canada < canada_,usa < montana,hydrogen,4.6334755571697616e-5,expExc
20th < 2030,canada < canada_,usa < montana,hydrogen,4.6334755571697616e-5,expExc
20th < 2025,canada < canada_,usa < newHampshire,hydrogen,0.005554220413656996,expExc
20th < 2030,canada < canada_,usa < newHampshire,hydrogen,0.005554220413656996,expExc
20th < 2025,canada < canada_,usa < newYork,hydrogen,0.017274038161135232,expExc
20th < 2030,canada < canada_,usa < newYork,hydrogen,0.017274038161135232,expExc
20th < 2025,canada < canada_,usa < northDakota,hydrogen,5.124724326586612e-5,expExc
20th < 2030,canada < canada_,usa < northDakota,hydrogen,5.124724326586612e-5,expExc
20th < 2025,canada < canada_,usa < ohio,hydrogen,0.009534606628153655,expExc
20th < 2030,canada < canada_,usa < ohio,hydrogen,0.009534606628153655,expExc
20th < 2025,canada < canada_,usa < vermont,hydrogen,1.9887023303837854e-5,expExc
20th < 2030,canada < canada_,usa < vermont,hydrogen,1.9887023303837854e-5,expExc
20th < 2025,canada < canada_,usa < washington,hydrogen,5.105321567286392e-5,expExc
20th < 2030,canada < canada_,usa < washington,hydrogen,5.105321567286392e-5,expExc
20th < 2025,canada < canada_,usa < wisconsin,hydrogen,5.410467305817462e-5,expExc
20th < 2030,canada < canada_,usa < wisconsin,hydrogen,5.410467305817462e-5,expExc
20th < 2025,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,0.10436065237596508,expExc
20th < 2030,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,0.10436065237596508,expExc
20th < 2025,mexico < bajaCalifornia,mexico < noroeste,hydrogen,9.5300260384304e-5,expExc
20th < 2030,mexico < bajaCalifornia,mexico < noroeste,hydrogen,9.5300260384304e-5,expExc
20th < 2025,mexico < bajaCalifornia,usa < california,hydrogen,0.6671020886195431,expExc
20th < 2030,mexico < bajaCalifornia,usa < california,hydrogen,0.6671020886195431,expExc
20th < 2025,mexico < bajaCaliforniaSur,mexico < noroeste,hydrogen,1.0145594357080522e-5,expExc
20th < 2030,mexico < bajaCaliforniaSur,mexico < noroeste,hydrogen,1.0145594357080522e-5,expExc
20th < 2025,mexico < central,mexico < occidental,hydrogen,2.0957662568101674e-5,expExc
20th < 2030,mexico < central,mexico < occidental,hydrogen,2.0957662568101674e-5,expExc
20th < 2025,mexico < central,mexico < oriental,hydrogen,1.8256901484980573e-5,expExc
20th < 2030,mexico < central,mexico < oriental,hydrogen,1.8256901484980573e-5,expExc
20th < 2025,mexico < noreste,mexico < norte,hydrogen,2.7198352164985612e-5,expExc
20th < 2030,mexico < noreste,mexico < norte,hydrogen,2.7198352164985612e-5,expExc
20th < 2025,mexico < noreste,mexico < occidental,hydrogen,1.825225442807314e-5,expExc
20th < 2030,mexico < noreste,mexico < occidental,hydrogen,1.825225442807314e-5,expExc
20th < 2025,mexico < noreste,mexico < oriental,hydrogen,2.2091079411301163e-5,expExc
20th < 2030,mexico < noreste,mexico < oriental,hydrogen,2.2091079411301163e-5,expExc
20th < 2025,mexico < noroeste,mexico < norte,hydrogen,5.585724081180587e-5,expExc
20th < 2030,mexico < noroeste,mexico < norte,hydrogen,5.585724081180587e-5,expExc
20th < 2025,mexico < noroeste,mexico < occidental,hydrogen,3.463656161732751e-5,expExc
20th < 2030,mexico < noroeste,mexico < occidental,hydrogen,3.463656161732751e-5,expExc
20th < 2025,mexico < norte,mexico < occidental,hydrogen,2.2992079133929592e-5,expExc
20th < 2030,mexico < norte,mexico < occidental,hydrogen,2.2992079133929592e-5,expExc
20th < 2025,mexico < occidental,mexico < oriental,hydrogen,2.156150919943002e-5,expExc
20th < 2030,mexico < occidental,mexico < oriental,hydrogen,2.156150919943002e-5,expExc
20th < 2025,mexico < oriental,mexico < peninsular,hydrogen,1.4046615314590598e-5,expExc
20th < 2030,mexico < oriental,mexico < peninsular,hydrogen,1.4046615314590598e-5,expExc
20th < 2025,usa < alabama,usa < florida,hydrogen,0.00014257593946543444,expExc
20th < 2030,usa < alabama,usa < florida,hydrogen,0.00014257593946543444,expExc
20th < 2025,usa < alabama,usa < georgia,hydrogen,9.57499650024476e-6,expExc
20th < 2030,usa < alabama,usa < georgia,hydrogen,9.57499650024476e-6,expExc
20th < 2025,usa < alabama,usa < mississippi,hydrogen,7.251407891776462e-5,expExc
20th < 2030,usa < alabama,usa < mississippi,hydrogen,7.251407891776462e-5,expExc
20th < 2025,usa < alabama,usa < tennessee,hydrogen,4.2312139420489934e-5,expExc
