timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
20th < 2025,canada < canada_,usa < idaho,hydrogen,0.01217786953352724,expExc
20th < 2030,canada < canada_,usa < idaho,hydrogen,0.01217786953352724,expExc
20th < 2025,canada < canada_,usa < maine,hydrogen,3.5636983809028096e-6,expExc
20th < 2030,canada < canada_,usa < maine,hydrogen,3.5636983809028096e-6,expExc
20th < 2025,canada < canada_,usa < michigan,hydrogen,7.959158407716607e-6,expExc
20th < 2030,canada < canada_,usa < michigan,hydrogen,7.959158407716607e-6,expExc
20th < 2025,canada < canada_,usa < minnesota,hydrogen,6.945026781128802e-6,expExc
20th < 2030,canada < canada_,usa < minnesota,hydrogen,6.945026781128802e-6,expExc
20th < 2025,canada < canada_,usa < montana,hydrogen,1.1149328511563716e-5,expExc
20th < 2030,canada < canada_,usa < montana,hydrogen,1.1149328511563716e-5,expExc
20th < 2025,canada < canada_,usa < newHampshire,hydrogen,0.003446289242029141,expExc
20th < 2030,canada < canada_,usa < newHampshire,hydrogen,0.003446289242029141,expExc
20th < 2025,canada < canada_,usa < newYork,hydrogen,0.02904033066535336,expExc
20th < 2030,canada < canada_,usa < newYork,hydrogen,0.02904033066535336,expExc
20th < 2025,canada < canada_,usa < northDakota,hydrogen,5.888502668632594e-6,expExc
20th < 2030,canada < canada_,usa < northDakota,hydrogen,5.888502668632594e-6,expExc
20th < 2025,canada < canada_,usa < ohio,hydrogen,0.012160842568802045,expExc
20th < 2030,canada < canada_,usa < ohio,hydrogen,0.012160842568802045,expExc
20th < 2025,canada < canada_,usa < vermont,hydrogen,9.018672285729479e-6,expExc
20th < 2030,canada < canada_,usa < vermont,hydrogen,9.018672285729479e-6,expExc
20th < 2025,canada < canada_,usa < washington,hydrogen,9.505791940168338e-6,expExc
20th < 2030,canada < canada_,usa < washington,hydrogen,9.505791940168338e-6,expExc
20th < 2025,canada < canada_,usa < wisconsin,hydrogen,9.800750334546185e-6,expExc
20th < 2030,canada < canada_,usa < wisconsin,hydrogen,9.800750334546185e-6,expExc
20th < 2025,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,5.088804622500764e-6,expExc
20th < 2030,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,5.088804622500764e-6,expExc
20th < 2025,mexico < bajaCalifornia,mexico < noroeste,hydrogen,1.1216238938742786,expExc
20th < 2030,mexico < bajaCalifornia,mexico < noroeste,hydrogen,1.1216238938742786,expExc
20th < 2025,mexico < bajaCalifornia,usa < california,hydrogen,1.1216286700417757,expExc
20th < 2030,mexico < bajaCalifornia,usa < california,hydrogen,1.1216286700417757,expExc
20th < 2025,mexico < bajaCaliforniaSur,mexico < noroeste,hydrogen,2.7308797314479913e-6,expExc
20th < 2030,mexico < bajaCaliforniaSur,mexico < noroeste,hydrogen,2.7308797314479913e-6,expExc
20th < 2025,mexico < central,mexico < occidental,hydrogen,3.690977290943087e-6,expExc
20th < 2030,mexico < central,mexico < occidental,hydrogen,3.690977290943087e-6,expExc
20th < 2025,mexico < central,mexico < oriental,hydrogen,3.914965535729935e-6,expExc
20th < 2030,mexico < central,mexico < oriental,hydrogen,3.914965535729935e-6,expExc
20th < 2025,mexico < noreste,mexico < norte,hydrogen,4.5789709066728845e-6,expExc
20th < 2030,mexico < noreste,mexico < norte,hydrogen,4.5789709066728845e-6,expExc
20th < 2025,mexico < noreste,mexico < occidental,hydrogen,2.9981405814177425e-6,expExc
20th < 2030,mexico < noreste,mexico < occidental,hydrogen,2.9981405814177425e-6,expExc
20th < 2025,mexico < noreste,mexico < oriental,hydrogen,5.27049127067732e-6,expExc
20th < 2030,mexico < noreste,mexico < oriental,hydrogen,5.27049127067732e-6,expExc
20th < 2025,mexico < noroeste,mexico < norte,hydrogen,5.615152787299283e-6,expExc
20th < 2030,mexico < noroeste,mexico < norte,hydrogen,5.615152787299283e-6,expExc
20th < 2025,mexico < noroeste,mexico < occidental,hydrogen,1.1216195454107716,expExc
20th < 2030,mexico < noroeste,mexico < occidental,hydrogen,1.1216195454107716,expExc
20th < 2025,mexico < norte,mexico < occidental,hydrogen,2.9190882220674962e-6,expExc
20th < 2030,mexico < norte,mexico < occidental,hydrogen,2.9190882220674962e-6,expExc
20th < 2025,mexico < occidental,mexico < oriental,hydrogen,1.1216120344901161,expExc
20th < 2030,mexico < occidental,mexico < oriental,hydrogen,1.1216120344901161,expExc
20th < 2025,mexico < oriental,mexico < peninsular,hydrogen,2.9930914918221835e-6,expExc
20th < 2030,mexico < oriental,mexico < peninsular,hydrogen,2.9930914918221835e-6,expExc
20th < 2025,usa < alabama,usa < florida,hydrogen,1.561174668890977e-5,expExc
20th < 2030,usa < alabama,usa < florida,hydrogen,1.561174668890977e-5,expExc
20th < 2025,usa < alabama,usa < georgia,hydrogen,2.5356617339570372e-6,expExc
20th < 2030,usa < alabama,usa < georgia,hydrogen,2.5356617339570372e-6,expExc
20th < 2025,usa < alabama,usa < mississippi,hydrogen,9.458356238438823e-6,expExc
20th < 2030,usa < alabama,usa < mississippi,hydrogen,9.458356238438823e-6,expExc
20th < 2025,usa < alabama,usa < tennessee,hydrogen,5.1979427705339795e-6,expExc
20th < 2030,usa < alabama,usa < tennessee,hydrogen,5.1979427705339795e-6,expExc
20th < 2025,usa < arizona,usa < california,hydrogen,0.18756931717879008,expExc
20th < 2030,usa < arizona,usa < california,hydrogen,0.18756931717879008,expExc
20th < 2025,usa < arizona,usa < colorado,hydrogen,0.013793962871814678,expExc
20th < 2030,usa < arizona,usa < colorado,hydrogen,0.013793962871814678,expExc
20th < 2025,usa < arizona,usa < nevada,hydrogen,0.0026391411320658073,expExc
20th < 2030,usa < arizona,usa < nevada,hydrogen,0.0026391411320658073,expExc
20th < 2025,usa < arizona,usa < newMexico,hydrogen,0.00782023571092442,expExc
20th < 2030,usa < arizona,usa < newMexico,hydrogen,0.00782023571092442,expExc
20th < 2025,usa < arizona,usa < utah,hydrogen,2.513543527396679e-6,expExc
20th < 2030,usa < arizona,usa < utah,hydrogen,2.513543527396679e-6,expExc
20th < 2025,usa < arkansas,usa < louisiana,hydrogen,2.6368056020147605e-6,expExc
20th < 2030,usa < arkansas,usa < louisiana,hydrogen,2.6368056020147605e-6,expExc
20th < 2025,usa < arkansas,usa < mississippi,hydrogen,4.711270566142212e-6,expExc
20th < 2030,usa < arkansas,usa < mississippi,hydrogen,4.711270566142212e-6,expExc
20th < 2025,usa < arkansas,usa < missouri,hydrogen,5.3503582685841e-6,expExc
20th < 2030,usa < arkansas,usa < missouri,hydrogen,5.3503582685841e-6,expExc
20th < 2025,usa < arkansas,usa < oklahoma,hydrogen,3.934733984819289e-6,expExc
20th < 2030,usa < arkansas,usa < oklahoma,hydrogen,3.934733984819289e-6,expExc
20th < 2025,usa < arkansas,usa < tennessee,hydrogen,1.2513283513584205e-5,expExc
20th < 2030,usa < arkansas,usa < tennessee,hydrogen,1.2513283513584205e-5,expExc
20th < 2025,usa < arkansas,usa < texas,hydrogen,1.8990725740943046e-5,expExc
20th < 2030,usa < arkansas,usa < texas,hydrogen,1.8990725740943046e-5,expExc
20th < 2025,usa < california,usa < nevada,hydrogen,0.1601188594203885,expExc
20th < 2030,usa < california,usa < nevada,hydrogen,0.1601188594203885,expExc
20th < 2025,usa < california,usa < oregon,hydrogen,8.71562968618492e-6,expExc
