timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
20th < 2025,canada < canada_,usa < idaho,hydrogen,0.012152011007989228,expExc
20th < 2030,canada < canada_,usa < idaho,hydrogen,0.012152011007989228,expExc
20th < 2025,canada < canada_,usa < maine,hydrogen,1.1901103942100715e-5,expExc
20th < 2030,canada < canada_,usa < maine,hydrogen,1.1901103942100715e-5,expExc
20th < 2025,canada < canada_,usa < michigan,hydrogen,2.6995912058380072e-5,expExc
20th < 2030,canada < canada_,usa < michigan,hydrogen,2.6995912058380072e-5,expExc
20th < 2025,canada < canada_,usa < minnesota,hydrogen,2.1549520739093847e-5,expExc
20th < 2030,canada < canada_,usa < minnesota,hydrogen,2.1549520739093847e-5,expExc
20th < 2025,canada < canada_,usa < montana,hydrogen,3.611421802152521e-5,expExc
20th < 2030,canada < canada_,usa < montana,hydrogen,3.611421802152521e-5,expExc
20th < 2025,canada < canada_,usa < newHampshire,hydrogen,0.003379707438460778,expExc
20th < 2030,canada < canada_,usa < newHampshire,hydrogen,0.003379707438460778,expExc
20th < 2025,canada < canada_,usa < newYork,hydrogen,0.029179392054790226,expExc
20th < 2030,canada < canada_,usa < newYork,hydrogen,0.029179392054790226,expExc
20th < 2025,canada < canada_,usa < northDakota,hydrogen,1.8368283744519238e-5,expExc
20th < 2030,canada < canada_,usa < northDakota,hydrogen,1.8368283744519238e-5,expExc
20th < 2025,canada < canada_,usa < ohio,hydrogen,0.012070464956038272,expExc
20th < 2030,canada < canada_,usa < ohio,hydrogen,0.012070464956038272,expExc
20th < 2025,canada < canada_,usa < vermont,hydrogen,2.8111248983553815e-5,expExc
20th < 2030,canada < canada_,usa < vermont,hydrogen,2.8111248983553815e-5,expExc
20th < 2025,canada < canada_,usa < washington,hydrogen,3.188608084947408e-5,expExc
20th < 2030,canada < canada_,usa < washington,hydrogen,3.188608084947408e-5,expExc
20th < 2025,canada < canada_,usa < wisconsin,hydrogen,3.2106609906568847e-5,expExc
20th < 2030,canada < canada_,usa < wisconsin,hydrogen,3.2106609906568847e-5,expExc
