timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
20th < 2025,canada < canada_,usa < idaho,hydrogen,0.001778445347735522,expExc
20th < 2030,canada < canada_,usa < idaho,hydrogen,0.001778445347735522,expExc
20th < 2025,canada < canada_,usa < maine,hydrogen,1.2715880766525647e-5,expExc
20th < 2030,canada < canada_,usa < maine,hydrogen,1.2715880766525647e-5,expExc
20th < 2025,canada < canada_,usa < michigan,hydrogen,3.7997030224034046e-5,expExc
20th < 2030,canada < canada_,usa < michigan,hydrogen,3.7997030224034046e-5,expExc
20th < 2025,canada < canada_,usa < minnesota,hydrogen,5.703497720305951e-5,expExc
20th < 2030,canada < canada_,usa < minnesota,hydrogen,5.703497720305951e-5,expExc
20th < 2025,canada < canada_,usa < montana,hydrogen,5.0686415142564824e-5,expExc
20th < 2030,canada < canada_,usa < montana,hydrogen,5.0686415142564824e-5,expExc
20th < 2025,canada < canada_,usa < newHampshire,hydrogen,0.005618282042140809,expExc
20th < 2030,canada < canada_,usa < newHampshire,hydrogen,0.005618282042140809,expExc
20th < 2025,canada < canada_,usa < newYork,hydrogen,0.017185737483613024,expExc
20th < 2030,canada < canada_,usa < newYork,hydrogen,0.017185737483613024,expExc
20th < 2025,canada < canada_,usa < northDakota,hydrogen,5.2330909176564094e-5,expExc
20th < 2030,canada < canada_,usa < northDakota,hydrogen,5.2330909176564094e-5,expExc
20th < 2025,canada < canada_,usa < ohio,hydrogen,0.00958063815911297,expExc
20th < 2030,canada < canada_,usa < ohio,hydrogen,0.00958063815911297,expExc
20th < 2025,canada < canada_,usa < vermont,hydrogen,1.8743240581004703e-5,expExc
20th < 2030,canada < canada_,usa < vermont,hydrogen,1.8743240581004703e-5,expExc
20th < 2025,canada < canada_,usa < washington,hydrogen,5.438710764150746e-5,expExc
20th < 2030,canada < canada_,usa < washington,hydrogen,5.438710764150746e-5,expExc
20th < 2025,canada < canada_,usa < wisconsin,hydrogen,5.487303495923104e-5,expExc
20th < 2030,canada < canada_,usa < wisconsin,hydrogen,5.487303495923104e-5,expExc
20th < 2025,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,0.10435828984226839,expExc
20th < 2030,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,hydrogen,0.10435828984226839,expExc
20th < 2025,mexico < bajaCalifornia,mexico < noroeste,hydrogen,8.426288024796602e-5,expExc
20th < 2030,mexico < bajaCalifornia,mexico < noroeste,hydrogen,8.426288024796602e-5,expExc
20th < 2025,mexico < bajaCalifornia,usa < california,hydrogen,0.6669210258756874,expExc
20th < 2030,mexico < bajaCalifornia,usa < california,hydrogen,0.6669210258756874,expExc
20th < 2025,mexico < bajaCaliforniaSur,mexico < noroeste,hydrogen,9.499159048678717e-6,expExc
20th < 2030,mexico < bajaCaliforniaSur,mexico < noroeste,hydrogen,9.499159048678717e-6,expExc
20th < 2025,mexico < central,mexico < occidental,hydrogen,1.94367604845383e-5,expExc
20th < 2030,mexico < central,mexico < occidental,hydrogen,1.94367604845383e-5,expExc
20th < 2025,mexico < central,mexico < oriental,hydrogen,1.706733569026646e-5,expExc
20th < 2030,mexico < central,mexico < oriental,hydrogen,1.706733569026646e-5,expExc
20th < 2025,mexico < noreste,mexico < norte,hydrogen,2.1033275705640433e-5,expExc
20th < 2030,mexico < noreste,mexico < norte,hydrogen,2.1033275705640433e-5,expExc
20th < 2025,mexico < noreste,mexico < occidental,hydrogen,1.8517216799490347e-5,expExc
20th < 2030,mexico < noreste,mexico < occidental,hydrogen,1.8517216799490347e-5,expExc
20th < 2025,mexico < noreste,mexico < oriental,hydrogen,1.999046913554446e-5,expExc
20th < 2030,mexico < noreste,mexico < oriental,hydrogen,1.999046913554446e-5,expExc
20th < 2025,mexico < noroeste,mexico < norte,hydrogen,4.19019740486129e-5,expExc
20th < 2030,mexico < noroeste,mexico < norte,hydrogen,4.19019740486129e-5,expExc
20th < 2025,mexico < noroeste,mexico < occidental,hydrogen,3.668851764397027e-5,expExc
20th < 2030,mexico < noroeste,mexico < occidental,hydrogen,3.668851764397027e-5,expExc
20th < 2025,mexico < norte,mexico < occidental,hydrogen,1.8497669134684462e-5,expExc
20th < 2030,mexico < norte,mexico < occidental,hydrogen,1.8497669134684462e-5,expExc
20th < 2025,mexico < occidental,mexico < oriental,hydrogen,2.0138553641553863e-5,expExc
20th < 2030,mexico < occidental,mexico < oriental,hydrogen,2.0138553641553863e-5,expExc
20th < 2025,mexico < oriental,mexico < peninsular,hydrogen,1.309967499287904e-5,expExc
20th < 2030,mexico < oriental,mexico < peninsular,hydrogen,1.309967499287904e-5,expExc
20th < 2025,usa < alabama,usa < florida,hydrogen,0.00014471571683668497,expExc
20th < 2030,usa < alabama,usa < florida,hydrogen,0.00014471571683668497,expExc
20th < 2025,usa < alabama,usa < georgia,hydrogen,8.978965613844778e-6,expExc
20th < 2030,usa < alabama,usa < georgia,hydrogen,8.978965613844778e-6,expExc
20th < 2025,usa < alabama,usa < mississippi,hydrogen,6.89706434008368e-5,expExc
20th < 2030,usa < alabama,usa < mississippi,hydrogen,6.89706434008368e-5,expExc
20th < 2025,usa < alabama,usa < tennessee,hydrogen,4.008202926146378e-5,expExc
20th < 2030,usa < alabama,usa < tennessee,hydrogen,4.008202926146378e-5,expExc
20th < 2025,usa < arizona,usa < california,hydrogen,1.0908736725691066e-5,expExc
20th < 2030,usa < arizona,usa < california,hydrogen,1.0908736725691066e-5,expExc
20th < 2025,usa < arizona,usa < colorado,hydrogen,1.4105996695087504e-5,expExc
20th < 2030,usa < arizona,usa < colorado,hydrogen,1.4105996695087504e-5,expExc
20th < 2025,usa < arizona,usa < nevada,hydrogen,2.9123297334267287e-5,expExc
