region_1,region_2,technology_4,timestep_2,parameter,value,comment
mexico,bajaCaliforniaSur,frtRoadH2,2025,capaConvResi,0,
mexico,bajaCaliforniaSur,frtShipConv,2025,capaConvResi,0,
mexico,bajaCaliforniaSur,frtShipBio,2025,capaConvResi,0,
mexico,bajaCaliforniaSur,psngAirConv,2025,capaConvResi,0.5264,
mexico,bajaCaliforniaSur,psngAirBio,2025,capaConvResi,0.0176,
mexico,bajaCaliforniaSur,psngAirH2,2025,capaConvResi,0.0008,
mexico,bajaCaliforniaSur,psngRailConv,2025,capaConvResi,0.0008,
mexico,bajaCaliforniaSur,psngRailElectric,2025,capaConvResi,0.0328,
mexico,bajaCaliforniaSur,psngRoadIce,2025,capaConvResi,0.6656,
mexico,bajaCaliforniaSur,psngRoadBev,2025,capaConvResi,0.0008,
mexico,bajaCaliforniaSur,psngRoadH2,2025,capaConvResi,0.0008,
mexico,central,frtRailConv,2025,capaConvResi,0.0008,
mexico,central,frtRailElectric,2025,capaConvResi,0.0256,
mexico,central,frtRoadIce,2025,capaConvResi,3.7512,
mexico,central,frtRoadBev,2025,capaConvResi,0.0008,
mexico,central,frtRoadOh,2025,capaConvResi,0.028,
mexico,central,frtRoadH2,2025,capaConvResi,0.0008,
mexico,central,frtShipConv,2025,capaConvResi,0.0464,
mexico,central,frtShipBio,2025,capaConvResi,0.0008,
mexico,central,psngAirConv,2025,capaConvResi,6.312,
mexico,central,psngAirBio,2025,capaConvResi,0.1448,
mexico,central,psngAirH2,2025,capaConvResi,0.0168,
mexico,central,psngRailConv,2025,capaConvResi,0.0008,
mexico,central,psngRailElectric,2025,capaConvResi,0.0984,
mexico,central,psngRoadIce,2025,capaConvResi,18.8232,
mexico,central,psngRoadBev,2025,capaConvResi,0.5848,
mexico,central,psngRoadH2,2025,capaConvResi,0.0008,
mexico,noreste,frtRailConv,2025,capaConvResi,0.0008,
mexico,noreste,frtRailElectric,2025,capaConvResi,0.0096,
mexico,noreste,frtRoadIce,2025,capaConvResi,1.3592,
mexico,noreste,frtRoadBev,2025,capaConvResi,0.0008,
mexico,noreste,frtRoadOh,2025,capaConvResi,0.0096,
mexico,noreste,frtRoadH2,2025,capaConvResi,0.0008,
mexico,noreste,frtShipConv,2025,capaConvResi,0.016,
mexico,noreste,frtShipBio,2025,capaConvResi,0.0024,
mexico,noreste,psngAirConv,2025,capaConvResi,1.536,
mexico,noreste,psngAirBio,2025,capaConvResi,0.0336,
mexico,noreste,psngAirH2,2025,capaConvResi,0.0008,
mexico,noreste,psngRailConv,2025,capaConvResi,0.0008,
mexico,noreste,psngRailElectric,2025,capaConvResi,0.0224,
mexico,noreste,psngRoadIce,2025,capaConvResi,1.4976,
mexico,noreste,psngRoadBev,2025,capaConvResi,0.0096,
mexico,noreste,psngRoadH2,2025,capaConvResi,0.0008,
mexico,noroeste,frtRailConv,2025,capaConvResi,0.0008,
mexico,noroeste,frtRailElectric,2025,capaConvResi,0.016,
mexico,noroeste,frtRoadIce,2025,capaConvResi,0.4928,
mexico,noroeste,frtRoadBev,2025,capaConvResi,0.0008,
mexico,noroeste,frtRoadOh,2025,capaConvResi,0.0056,
mexico,noroeste,frtRoadH2,2025,capaConvResi,0.0008,
mexico,noroeste,frtShipConv,2025,capaConvResi,0.004,
mexico,noroeste,frtShipBio,2025,capaConvResi,0.004,
mexico,noroeste,psngAirConv,2025,capaConvResi,1.212,
mexico,noroeste,psngAirBio,2025,capaConvResi,0.0008,
mexico,noroeste,psngAirH2,2025,capaConvResi,0.0008,
mexico,noroeste,psngRailConv,2025,capaConvResi,0.0008,
mexico,noroeste,psngRailElectric,2025,capaConvResi,0.0784,
mexico,noroeste,psngRoadIce,2025,capaConvResi,1.5856,
mexico,noroeste,psngRoadBev,2025,capaConvResi,0.0296,
mexico,noroeste,psngRoadH2,2025,capaConvResi,0.0008,
mexico,norte,frtRailConv,2025,capaConvResi,0.0008,
mexico,norte,frtRailElectric,2025,capaConvResi,0.0352,
mexico,norte,frtRoadIce,2025,capaConvResi,0.6208,
mexico,norte,frtRoadBev,2025,capaConvResi,0.0008,
mexico,norte,frtRoadOh,2025,capaConvResi,0.0056,
mexico,norte,frtRoadH2,2025,capaConvResi,0.0008,
mexico,norte,frtShipConv,2025,capaConvResi,0.008,
mexico,norte,frtShipBio,2025,capaConvResi,0.0008,
mexico,norte,psngAirConv,2025,capaConvResi,1.2952,
mexico,norte,psngAirBio,2025,capaConvResi,0.0768,
mexico,norte,psngAirH2,2025,capaConvResi,0.0008,
mexico,norte,psngRailConv,2025,capaConvResi,0.0008,
mexico,norte,psngRailElectric,2025,capaConvResi,0.0472,
mexico,norte,psngRoadIce,2025,capaConvResi,1.9832,
mexico,norte,psngRoadBev,2025,capaConvResi,0.0128,
mexico,norte,psngRoadH2,2025,capaConvResi,0.0008,
mexico,occidental,frtRailConv,2025,capaConvResi,0.0008,
mexico,occidental,frtRailElectric,2025,capaConvResi,0.0568,
mexico,occidental,frtRoadIce,2025,capaConvResi,2.044,
mexico,occidental,frtRoadBev,2025,capaConvResi,0.0008,
mexico,occidental,frtRoadOh,2025,capaConvResi,0.0192,
mexico,occidental,frtRoadH2,2025,capaConvResi,0.0008,
mexico,occidental,frtShipConv,2025,capaConvResi,0.0272,
mexico,occidental,frtShipBio,2025,capaConvResi,0.004,
mexico,occidental,psngAirConv,2025,capaConvResi,5.8768,
mexico,occidental,psngAirBio,2025,capaConvResi,0.0008,
mexico,occidental,psngAirH2,2025,capaConvResi,0.0208,
mexico,occidental,psngRailConv,2025,capaConvResi,0.0008,
mexico,occidental,psngRailElectric,2025,capaConvResi,0.1336,
mexico,occidental,psngRoadIce,2025,capaConvResi,10.8384,
mexico,occidental,psngRoadBev,2025,capaConvResi,0.296,
mexico,occidental,psngRoadH2,2025,capaConvResi,0.0008,
mexico,oriental,frtRailConv,2025,capaConvResi,0.0008,
mexico,oriental,frtRailElectric,2025,capaConvResi,0.032,
mexico,oriental,frtRoadIce,2025,capaConvResi,1.1576,
mexico,oriental,frtRoadBev,2025,capaConvResi,0.0008,
mexico,oriental,frtRoadOh,2025,capaConvResi,0.0112,
mexico,oriental,frtRoadH2,2025,capaConvResi,0.0008,
mexico,oriental,frtShipConv,2025,capaConvResi,0.016,
mexico,oriental,frtShipBio,2025,capaConvResi,0.0008,
mexico,oriental,psngAirConv,2025,capaConvResi,3.352,
mexico,oriental,psngAirBio,2025,capaConvResi,0.0008,
mexico,oriental,psngAirH2,2025,capaConvResi,0.0208,
mexico,oriental,psngRailConv,2025,capaConvResi,0.0008,
mexico,oriental,psngRailElectric,2025,capaConvResi,0.1472,
mexico,oriental,psngRoadIce,2025,capaConvResi,7.1696,
mexico,oriental,psngRoadBev,2025,capaConvResi,0.2032,
mexico,oriental,psngRoadH2,2025,capaConvResi,0.0008,
mexico,peninsular,frtRailConv,2025,capaConvResi,0.0008,
mexico,peninsular,frtRailElectric,2025,capaConvResi,0.0032,
mexico,peninsular,frtRoadIce,2025,capaConvResi,0.0744,
mexico,peninsular,frtRoadBev,2025,capaConvResi,0.0008,
mexico,peninsular,frtRoadOh,2025,capaConvResi,0.004,
mexico,peninsular,frtRoadH2,2025,capaConvResi,0.0008,
mexico,peninsular,frtShipConv,2025,capaConvResi,0,
mexico,peninsular,frtShipBio,2025,capaConvResi,0,
mexico,peninsular,psngAirConv,2025,capaConvResi,2.312,
mexico,peninsular,psngAirBio,2025,capaConvResi,0.0008,
mexico,peninsular,psngAirH2,2025,capaConvResi,0.0104,
mexico,peninsular,psngRailConv,2025,capaConvResi,0.0008,
mexico,peninsular,psngRailElectric,2025,capaConvResi,0.1408,
mexico,peninsular,psngRoadIce,2025,capaConvResi,4.0048,
mexico,peninsular,psngRoadBev,2025,capaConvResi,0.1168,
mexico,peninsular,psngRoadH2,2025,capaConvResi,0.0008,
usa,alabama,frtRailConv,2025,capaConvResi,0.536,
usa,alabama,frtRailElectric,2025,capaConvResi,0.1264,
usa,alabama,frtRoadIce,2025,capaConvResi,2.4624,
usa,alabama,frtRoadBev,2025,capaConvResi,0.0008,
usa,alabama,frtRoadOh,2025,capaConvResi,0.0192,
usa,alabama,frtRoadH2,2025,capaConvResi,0.0008,
usa,alabama,frtShipConv,2025,capaConvResi,0,
usa,alabama,frtShipBio,2025,capaConvResi,0,
usa,alabama,psngAirConv,2025,capaConvResi,3.2736,
usa,alabama,psngAirBio,2025,capaConvResi,0.0008,
usa,alabama,psngAirH2,2025,capaConvResi,0.0192,
usa,alabama,psngRailConv,2025,capaConvResi,0.0008,
usa,alabama,psngRailElectric,2025,capaConvResi,0.1704,
usa,alabama,psngRoadIce,2025,capaConvResi,38.108,
usa,alabama,psngRoadBev,2025,capaConvResi,1.2192,
usa,alabama,psngRoadH2,2025,capaConvResi,0.0008,
usa,alaska,frtRailConv,2025,capaConvResi,0.0008,
usa,alaska,frtRailElectric,2025,capaConvResi,0.0032,
usa,alaska,frtRoadIce,2025,capaConvResi,0.3208,
usa,alaska,frtRoadBev,2025,capaConvResi,0.0008,
usa,alaska,frtRoadOh,2025,capaConvResi,0.004,
usa,alaska,frtRoadH2,2025,capaConvResi,0.0008,
usa,alaska,frtShipConv,2025,capaConvResi,0,
usa,alaska,frtShipBio,2025,capaConvResi,0,
usa,alaska,psngAirConv,2025,capaConvResi,1.7216,
usa,alaska,psngAirBio,2025,capaConvResi,0.0008,
usa,alaska,psngAirH2,2025,capaConvResi,0.0096,
usa,alaska,psngRailConv,2025,capaConvResi,0.0008,
usa,alaska,psngRailElectric,2025,capaConvResi,0.104,
usa,alaska,psngRoadIce,2025,capaConvResi,2.1768,
usa,alaska,psngRoadBev,2025,capaConvResi,0.024,
usa,alaska,psngRoadH2,2025,capaConvResi,0.0008,
usa,arizona,frtRailConv,2025,capaConvResi,0.268,
usa,arizona,frtRailElectric,2025,capaConvResi,0.056,
usa,arizona,frtRoadIce,2025,capaConvResi,3.0288,
usa,arizona,frtRoadBev,2025,capaConvResi,0.0008,
usa,arizona,frtRoadOh,2025,capaConvResi,0.0248,
usa,arizona,frtRoadH2,2025,capaConvResi,0.0008,
usa,arizona,frtShipConv,2025,capaConvResi,0.004,
usa,arizona,frtShipBio,2025,capaConvResi,0.0008,
usa,arizona,psngAirConv,2025,capaConvResi,16.3472,
usa,arizona,psngAirBio,2025,capaConvResi,0.0008,
usa,arizona,psngAirH2,2025,capaConvResi,0.0576,
usa,arizona,psngRailConv,2025,capaConvResi,0.0008,
usa,arizona,psngRailElectric,2025,capaConvResi,0.1,
usa,arizona,psngRoadIce,2025,capaConvResi,28.6088,
usa,arizona,psngRoadBev,2025,capaConvResi,0.6432,
usa,arizona,psngRoadH2,2025,capaConvResi,0.0008,
usa,arkansas,frtRailConv,2025,capaConvResi,0.268,
usa,arkansas,frtRailElectric,2025,capaConvResi,0.0824,
usa,arkansas,frtRoadIce,2025,capaConvResi,2.7328,
usa,arkansas,frtRoadBev,2025,capaConvResi,0.0008,
usa,arkansas,frtRoadOh,2025,capaConvResi,0.0224,
usa,arkansas,frtRoadH2,2025,capaConvResi,0.0008,
usa,arkansas,frtShipConv,2025,capaConvResi,0,
usa,arkansas,frtShipBio,2025,capaConvResi,0,
usa,arkansas,psngAirConv,2025,capaConvResi,2.1824,
usa,arkansas,psngAirBio,2025,capaConvResi,0.0008,
usa,arkansas,psngAirH2,2025,capaConvResi,0.0096,
usa,arkansas,psngRailConv,2025,capaConvResi,0.0008,
usa,arkansas,psngRailElectric,2025,capaConvResi,0.1648,
usa,arkansas,psngRoadIce,2025,capaConvResi,19.632,
usa,arkansas,psngRoadBev,2025,capaConvResi,0.8016,
usa,arkansas,psngRoadH2,2025,capaConvResi,0.0008,
usa,california,frtRailConv,2025,capaConvResi,1.608,
usa,california,frtRailElectric,2025,capaConvResi,0.3144,
usa,california,frtRoadIce,2025,capaConvResi,19.08,
usa,california,frtRoadBev,2025,capaConvResi,0.0008,
usa,california,frtRoadOh,2025,capaConvResi,0.1552,
usa,california,frtRoadH2,2025,capaConvResi,0.0008,
usa,california,frtShipConv,2025,capaConvResi,0.016,
usa,california,frtShipBio,2025,capaConvResi,0.0008,
usa,california,psngAirConv,2025,capaConvResi,68.1304,
usa,california,psngAirBio,2025,capaConvResi,0.0008,
usa,california,psngAirH2,2025,capaConvResi,0.2272,
usa,california,psngRailConv,2025,capaConvResi,0.0008,
usa,california,psngRailElectric,2025,capaConvResi,2.6392,
usa,california,psngRoadIce,2025,capaConvResi,150.7304,
usa,california,psngRoadBev,2025,capaConvResi,3.6584,
usa,california,psngRoadH2,2025,capaConvResi,0.0008,
usa,colorado,frtRailConv,2025,capaConvResi,0.3576,
usa,colorado,frtRailElectric,2025,capaConvResi,0.0976,
usa,colorado,frtRoadIce,2025,capaConvResi,2.1176,
usa,colorado,frtRoadBev,2025,capaConvResi,0.0008,
usa,colorado,frtRoadOh,2025,capaConvResi,0.0176,
usa,colorado,frtRoadH2,2025,capaConvResi,0.0008,
usa,colorado,frtShipConv,2025,capaConvResi,0.004,
usa,colorado,frtShipBio,2025,capaConvResi,0.0008,
usa,colorado,psngAirConv,2025,capaConvResi,15.3688,
usa,colorado,psngAirBio,2025,capaConvResi,0.0008,
usa,colorado,psngAirH2,2025,capaConvResi,0.0576,
usa,colorado,psngRailConv,2025,capaConvResi,0.0008,
usa,colorado,psngRailElectric,2025,capaConvResi,0.1672,
usa,colorado,psngRoadIce,2025,capaConvResi,22.2632,
usa,colorado,psngRoadBev,2025,capaConvResi,0.4912,
usa,colorado,psngRoadH2,2025,capaConvResi,0.0008,
usa,connecticut,frtRailConv,2025,capaConvResi,0.0448,
usa,connecticut,frtRailElectric,2025,capaConvResi,0.056,
usa,connecticut,frtRoadIce,2025,capaConvResi,0.468,
usa,connecticut,frtRoadBev,2025,capaConvResi,0.0008,
usa,connecticut,frtRoadOh,2025,capaConvResi,0.004,
usa,connecticut,frtRoadH2,2025,capaConvResi,0.0008,
usa,connecticut,frtShipConv,2025,capaConvResi,0,
usa,connecticut,frtShipBio,2025,capaConvResi,0,
usa,connecticut,psngAirConv,2025,capaConvResi,4.0008,
usa,connecticut,psngAirBio,2025,capaConvResi,0.0008,
usa,connecticut,psngAirH2,2025,capaConvResi,0.0008,
usa,connecticut,psngRailConv,2025,capaConvResi,0.0008,
usa,connecticut,psngRailElectric,2025,capaConvResi,0.1296,
usa,connecticut,psngRoadIce,2025,capaConvResi,16.472,
usa,connecticut,psngRoadBev,2025,capaConvResi,0.3064,
usa,connecticut,psngRoadH2,2025,capaConvResi,0.0008,
usa,delaware,frtRailConv,2025,capaConvResi,0.0008,
usa,delaware,frtRailElectric,2025,capaConvResi,0.0416,
usa,delaware,frtRoadIce,2025,capaConvResi,0.2216,
usa,delaware,frtRoadBev,2025,capaConvResi,0.0008,
usa,delaware,frtRoadOh,2025,capaConvResi,0.004,
usa,delaware,frtRoadH2,2025,capaConvResi,0.0008,
usa,delaware,frtShipConv,2025,capaConvResi,0,
usa,delaware,frtShipBio,2025,capaConvResi,0,
usa,delaware,psngAirConv,2025,capaConvResi,0,
usa,delaware,psngAirBio,2025,capaConvResi,0.0008,
usa,delaware,psngAirH2,2025,capaConvResi,0.0008,
usa,delaware,psngRailConv,2025,capaConvResi,0.0008,
usa,delaware,psngRailElectric,2025,capaConvResi,0.0768,
usa,delaware,psngRoadIce,2025,capaConvResi,5.9888,
usa,delaware,psngRoadBev,2025,capaConvResi,0.2024,
usa,delaware,psngRoadH2,2025,capaConvResi,0.0008,
usa,florida,frtRailConv,2025,capaConvResi,0.536,
usa,florida,frtRailElectric,2025,capaConvResi,0.1264,
usa,florida,frtRoadIce,2025,capaConvResi,5.1456,
usa,florida,frtRoadBev,2025,capaConvResi,0.0008,
usa,florida,frtRoadOh,2025,capaConvResi,0.0416,
usa,florida,frtRoadH2,2025,capaConvResi,0.0008,
usa,florida,frtShipConv,2025,capaConvResi,0.016,
usa,florida,frtShipBio,2025,capaConvResi,0.0008,
usa,florida,psngAirConv,2025,capaConvResi,51.432,
usa,florida,psngAirBio,2025,capaConvResi,0.0008,
usa,florida,psngAirH2,2025,capaConvResi,0.1704,
usa,florida,psngRailConv,2025,capaConvResi,0.0008,
usa,florida,psngRailElectric,2025,capaConvResi,0.4344,
usa,florida,psngRoadIce,2025,capaConvResi,88.692,
usa,florida,psngRoadBev,2025,capaConvResi,2.4304,
usa,florida,psngRoadH2,2025,capaConvResi,0.0008,
usa,georgia,frtRailConv,2025,capaConvResi,0.7152,
usa,georgia,frtRailElectric,2025,capaConvResi,0.1352,
usa,georgia,frtRoadIce,2025,capaConvResi,4.924,
usa,georgia,frtRoadBev,2025,capaConvResi,0.0008,
usa,georgia,frtRoadOh,2025,capaConvResi,0.04,
usa,georgia,frtRoadH2,2025,capaConvResi,0.0008,
usa,georgia,frtShipConv,2025,capaConvResi,0.008,
usa,georgia,frtShipBio,2025,capaConvResi,0.0008,
usa,georgia,psngAirConv,2025,capaConvResi,31.764,
usa,georgia,psngAirBio,2025,capaConvResi,0.0008,
usa,georgia,psngAirH2,2025,capaConvResi,0.1048,
usa,georgia,psngRailConv,2025,capaConvResi,0.0008,
usa,georgia,psngRailElectric,2025,capaConvResi,0.2024,
usa,georgia,psngRoadIce,2025,capaConvResi,50.9272,
usa,georgia,psngRoadBev,2025,capaConvResi,1.3712,
usa,georgia,psngRoadH2,2025,capaConvResi,0.0008,
usa,idaho,frtRailConv,2025,capaConvResi,0.1792,
usa,idaho,frtRailElectric,2025,capaConvResi,0.0768,
usa,idaho,frtRoadIce,2025,capaConvResi,1.5024,
usa,idaho,frtRoadBev,2025,capaConvResi,0.0008,
usa,idaho,frtRoadOh,2025,capaConvResi,0.0128,
usa,idaho,frtRoadH2,2025,capaConvResi,0.0008,
usa,idaho,frtShipConv,2025,capaConvResi,0,
usa,idaho,frtShipBio,2025,capaConvResi,0,
usa,idaho,psngAirConv,2025,capaConvResi,2.1216,
usa,idaho,psngAirBio,2025,capaConvResi,0.0008,
usa,idaho,psngAirH2,2025,capaConvResi,0.0008,
usa,idaho,psngRailConv,2025,capaConvResi,0.0008,
usa,idaho,psngRailElectric,2025,capaConvResi,0.1176,
usa,idaho,psngRoadIce,2025,capaConvResi,8.0008,
usa,idaho,psngRoadBev,2025,capaConvResi,0.2872,
usa,idaho,psngRoadH2,2025,capaConvResi,0.0008,
usa,illinois,frtRailConv,2025,capaConvResi,1.9656,
usa,illinois,frtRailElectric,2025,capaConvResi,0.344,
usa,illinois,frtRoadIce,2025,capaConvResi,10.34,
usa,illinois,frtRoadBev,2025,capaConvResi,0.0008,
usa,illinois,frtRoadOh,2025,capaConvResi,0.0864,
usa,illinois,frtRoadH2,2025,capaConvResi,0.0008,
usa,illinois,frtShipConv,2025,capaConvResi,0.008,
usa,illinois,frtShipBio,2025,capaConvResi,0.0008,
usa,illinois,psngAirConv,2025,capaConvResi,26.8848,
usa,illinois,psngAirBio,2025,capaConvResi,0.0008,
usa,illinois,psngAirH2,2025,capaConvResi,0.1048,
usa,illinois,psngRailConv,2025,capaConvResi,0.0008,
usa,illinois,psngRailElectric,2025,capaConvResi,1.2672,
usa,illinois,psngRoadIce,2025,capaConvResi,47.0352,
usa,illinois,psngRoadBev,2025,capaConvResi,1.2728,
usa,illinois,psngRoadH2,2025,capaConvResi,0.0008,
usa,indiana,frtRailConv,2025,capaConvResi,0.536,
usa,indiana,frtRailElectric,2025,capaConvResi,0.1616,
usa,indiana,frtRoadIce,2025,capaConvResi,16.8392,
usa,indiana,frtRoadBev,2025,capaConvResi,0.0008,
usa,indiana,frtRoadOh,2025,capaConvResi,0.136,
usa,indiana,frtRoadH2,2025,capaConvResi,0.0008,
usa,indiana,frtShipConv,2025,capaConvResi,0,
usa,indiana,frtShipBio,2025,capaConvResi,0,
usa,indiana,psngAirConv,2025,capaConvResi,6.9096,
usa,indiana,psngAirBio,2025,capaConvResi,0.0008,
usa,indiana,psngAirH2,2025,capaConvResi,0.0096,
usa,indiana,psngRailConv,2025,capaConvResi,0.0008,
usa,indiana,psngRailElectric,2025,capaConvResi,0.1352,
usa,indiana,psngRoadIce,2025,capaConvResi,40.7816,
usa,indiana,psngRoadBev,2025,capaConvResi,1.54,
usa,indiana,psngRoadH2,2025,capaConvResi,0.0008,
usa,iowa,frtRailConv,2025,capaConvResi,0.8936,
usa,iowa,frtRailElectric,2025,capaConvResi,0.1768,
usa,iowa,frtRoadIce,2025,capaConvResi,5.848,
usa,iowa,frtRoadBev,2025,capaConvResi,0.0008,
usa,iowa,frtRoadOh,2025,capaConvResi,0.0416,
usa,iowa,frtRoadH2,2025,capaConvResi,0.0008,
usa,iowa,frtShipConv,2025,capaConvResi,0,
usa,iowa,frtShipBio,2025,capaConvResi,0,
usa,iowa,psngAirConv,2025,capaConvResi,2.5464,
usa,iowa,psngAirBio,2025,capaConvResi,0.02,
usa,iowa,psngAirH2,2025,capaConvResi,0.0008,
usa,iowa,psngRailConv,2025,capaConvResi,0.0008,
usa,iowa,psngRailElectric,2025,capaConvResi,0.1176,
usa,iowa,psngRoadIce,2025,capaConvResi,18.7704,
usa,iowa,psngRoadBev,2025,capaConvResi,0.8464,
usa,iowa,psngRoadH2,2025,capaConvResi,0.0008,
usa,kansas,frtRailConv,2025,capaConvResi,0.6256,
usa,kansas,frtRailElectric,2025,capaConvResi,0.1384,
usa,kansas,frtRoadIce,2025,capaConvResi,2.8312,
usa,kansas,frtRoadBev,2025,capaConvResi,0.0008,
usa,kansas,frtRoadOh,2025,capaConvResi,0.0248,
usa,kansas,frtRoadH2,2025,capaConvResi,0.0008,
usa,kansas,frtShipConv,2025,capaConvResi,0,
usa,kansas,frtShipBio,2025,capaConvResi,0,
usa,kansas,psngAirConv,2025,capaConvResi,1.0912,
usa,kansas,psngAirBio,2025,capaConvResi,0.0008,
usa,kansas,psngAirH2,2025,capaConvResi,0.0008,
usa,kansas,psngRailConv,2025,capaConvResi,0.0008,
usa,kansas,psngRailElectric,2025,capaConvResi,0.1,
usa,kansas,psngRoadIce,2025,capaConvResi,16.82,
usa,kansas,psngRoadBev,2025,capaConvResi,0.7408,
usa,kansas,psngRoadH2,2025,capaConvResi,0.0008,
usa,kentucky,frtRailConv,2025,capaConvResi,0.6256,
usa,kentucky,frtRailElectric,2025,capaConvResi,0.1064,
usa,kentucky,frtRoadIce,2025,capaConvResi,1.9944,
usa,kentucky,frtRoadBev,2025,capaConvResi,0.0008,
usa,kentucky,frtRoadOh,2025,capaConvResi,0.016,
usa,kentucky,frtRoadH2,2025,capaConvResi,0.0008,
usa,kentucky,frtShipConv,2025,capaConvResi,0,
usa,kentucky,frtShipBio,2025,capaConvResi,0,
usa,kentucky,psngAirConv,2025,capaConvResi,6.8496,
usa,kentucky,psngAirBio,2025,capaConvResi,0.0008,
usa,kentucky,psngAirH2,2025,capaConvResi,0.0096,
usa,kentucky,psngRailConv,2025,capaConvResi,0.0008,
usa,kentucky,psngRailElectric,2025,capaConvResi,0.1936,
usa,kentucky,psngRoadIce,2025,capaConvResi,24.3912,
usa,kentucky,psngRoadBev,2025,capaConvResi,0.9448,
usa,kentucky,psngRoadH2,2025,capaConvResi,0.0008,
usa,louisiana,frtRailConv,2025,capaConvResi,1.2512,
usa,louisiana,frtRailElectric,2025,capaConvResi,0.2472,
usa,louisiana,frtRoadIce,2025,capaConvResi,2.1424,
usa,louisiana,frtRoadBev,2025,capaConvResi,0.0008,
usa,louisiana,frtRoadOh,2025,capaConvResi,0.0176,
usa,louisiana,frtRoadH2,2025,capaConvResi,0.0008,
usa,louisiana,frtShipConv,2025,capaConvResi,0,
usa,louisiana,frtShipBio,2025,capaConvResi,0,
usa,louisiana,psngAirConv,2025,capaConvResi,7.5992,
usa,louisiana,psngAirBio,2025,capaConvResi,0.0008,
usa,louisiana,psngAirH2,2025,capaConvResi,0.0192,
usa,louisiana,psngRailConv,2025,capaConvResi,0.0008,
usa,louisiana,psngRailElectric,2025,capaConvResi,0.1824,
usa,louisiana,psngRoadIce,2025,capaConvResi,24.3968,
usa,louisiana,psngRoadBev,2025,capaConvResi,0.9552,
usa,louisiana,psngRoadH2,2025,capaConvResi,0.0008,
usa,maine,frtRailConv,2025,capaConvResi,0.0008,
usa,maine,frtRailElectric,2025,capaConvResi,0.024,
usa,maine,frtRoadIce,2025,capaConvResi,0.4928,
usa,maine,frtRoadBev,2025,capaConvResi,0.0008,
usa,maine,frtRoadOh,2025,capaConvResi,0.004,
usa,maine,frtRoadH2,2025,capaConvResi,0.0008,
usa,maine,frtShipConv,2025,capaConvResi,0,
usa,maine,frtShipBio,2025,capaConvResi,0,
usa,maine,psngAirConv,2025,capaConvResi,1.4552,
usa,maine,psngAirBio,2025,capaConvResi,0.0008,
usa,maine,psngAirH2,2025,capaConvResi,0.0104,
usa,maine,psngRailConv,2025,capaConvResi,0.0008,
usa,maine,psngRailElectric,2025,capaConvResi,0.1704,
usa,maine,psngRoadIce,2025,capaConvResi,8.2632,
usa,maine,psngRoadBev,2025,capaConvResi,0.1824,
usa,maine,psngRoadH2,2025,capaConvResi,0.0008,
usa,maryland,frtRailConv,2025,capaConvResi,0.1792,
usa,maryland,frtRailElectric,2025,capaConvResi,0.0472,
usa,maryland,frtRoadIce,2025,capaConvResi,0.8376,
usa,maryland,frtRoadBev,2025,capaConvResi,0.0008,
usa,maryland,frtRoadOh,2025,capaConvResi,0.0072,
usa,maryland,frtRoadH2,2025,capaConvResi,0.0008,
usa,maryland,frtShipConv,2025,capaConvResi,0,
usa,maryland,frtShipBio,2025,capaConvResi,0,
usa,maryland,psngAirConv,2025,capaConvResi,9.8992,
usa,maryland,psngAirBio,2025,capaConvResi,0.0008,
usa,maryland,psngAirH2,2025,capaConvResi,0.0208,
usa,maryland,psngRailConv,2025,capaConvResi,0.0008,
usa,maryland,psngRailElectric,2025,capaConvResi,0.452,
usa,maryland,psngRoadIce,2025,capaConvResi,27.6808,
usa,maryland,psngRoadBev,2025,capaConvResi,0.9536,
usa,maryland,psngRoadH2,2025,capaConvResi,0.0008,
usa,massachusetts,frtRailConv,2025,capaConvResi,0.0896,
usa,massachusetts,frtRailElectric,2025,capaConvResi,0.0272,
usa,massachusetts,frtRoadIce,2025,capaConvResi,0.8624,
usa,massachusetts,frtRoadBev,2025,capaConvResi,0.0008,
usa,massachusetts,frtRoadOh,2025,capaConvResi,0.0104,
usa,massachusetts,frtRoadH2,2025,capaConvResi,0.0008,
usa,massachusetts,frtShipConv,2025,capaConvResi,0.0008,
usa,massachusetts,frtShipBio,2025,capaConvResi,0.0024,
usa,massachusetts,psngAirConv,2025,capaConvResi,11.8464,
usa,massachusetts,psngAirBio,2025,capaConvResi,0.0008,
usa,massachusetts,psngAirH2,2025,capaConvResi,0.044,
usa,massachusetts,psngRailConv,2025,capaConvResi,0.0008,
usa,massachusetts,psngRailElectric,2025,capaConvResi,0.672,
usa,massachusetts,psngRoadIce,2025,capaConvResi,27.6512,
usa,massachusetts,psngRoadBev,2025,capaConvResi,0.556,
usa,massachusetts,psngRoadH2,2025,capaConvResi,0.0008,
usa,michigan,frtRailConv,2025,capaConvResi,0.9832,
usa,michigan,frtRailElectric,2025,capaConvResi,0.2264,
usa,michigan,frtRoadIce,2025,capaConvResi,4.5792,
usa,michigan,frtRoadBev,2025,capaConvResi,0.0008,
usa,michigan,frtRoadOh,2025,capaConvResi,0.0368,
usa,michigan,frtRoadH2,2025,capaConvResi,0.0008,
usa,michigan,frtShipConv,2025,capaConvResi,0.0024,
usa,michigan,frtShipBio,2025,capaConvResi,0.0008,
usa,michigan,psngAirConv,2025,capaConvResi,17.8992,
usa,michigan,psngAirBio,2025,capaConvResi,0.0008,
usa,michigan,psngAirH2,2025,capaConvResi,0.0288,
usa,michigan,psngRailConv,2025,capaConvResi,0.0008,
