region_1,region_2,technology_1,technology_2,timestep_3,parameter,value
usa,vermont,res,wind,q3n,avaConv,0.180878059
usa,vermont,res,wind,q3m,avaConv,0.165376653
usa,vermont,res,wind,q3p,avaConv,0.171783793
usa,vermont,res,wind,q3a,avaConv,0.181245975
usa,vermont,res,wind,q4n,avaConv,0.463806573
usa,vermont,res,wind,q4m,avaConv,0.451442697
usa,vermont,res,wind,q4p,avaConv,0.533760569
usa,vermont,res,wind,q4a,avaConv,0.502463027
usa,maine,res,wind,q1n,avaConv,0.420901304
usa,maine,res,wind,q1m,avaConv,0.421908563
usa,maine,res,wind,q1p,avaConv,0.470816005
usa,maine,res,wind,q1a,avaConv,0.476744381
usa,maine,res,wind,q2n,avaConv,0.214991553
usa,maine,res,wind,q2m,avaConv,0.202436463
usa,maine,res,wind,q2p,avaConv,0.239880278
usa,maine,res,wind,q2a,avaConv,0.257650194
usa,maine,res,wind,q3n,avaConv,0.180878059
usa,maine,res,wind,q3m,avaConv,0.165376653
usa,maine,res,wind,q3p,avaConv,0.171783793
usa,maine,res,wind,q3a,avaConv,0.181245975
usa,maine,res,wind,q4n,avaConv,0.463806573
usa,maine,res,wind,q4m,avaConv,0.451442697
usa,maine,res,wind,q4p,avaConv,0.533760569
usa,maine,res,wind,q4a,avaConv,0.502463027
usa,rhodeIsland,res,wind,q1n,avaConv,0.420901304
usa,rhodeIsland,res,wind,q1m,avaConv,0.421908563
usa,rhodeIsland,res,wind,q1p,avaConv,0.470816005
usa,rhodeIsland,res,wind,q1a,avaConv,0.476744381
usa,rhodeIsland,res,wind,q2n,avaConv,0.214991553
usa,rhodeIsland,res,wind,q2m,avaConv,0.202436463
usa,rhodeIsland,res,wind,q2p,avaConv,0.239880278
usa,rhodeIsland,res,wind,q2a,avaConv,0.257650194
usa,rhodeIsland,res,wind,q3n,avaConv,0.180878059
usa,rhodeIsland,res,wind,q3m,avaConv,0.165376653
usa,rhodeIsland,res,wind,q3p,avaConv,0.171783793
usa,rhodeIsland,res,wind,q3a,avaConv,0.181245975
usa,rhodeIsland,res,wind,q4n,avaConv,0.463806573
usa,rhodeIsland,res,wind,q4m,avaConv,0.451442697
usa,rhodeIsland,res,wind,q4p,avaConv,0.533760569
usa,rhodeIsland,res,wind,q4a,avaConv,0.502463027
usa,maryland,res,wind,q1n,avaConv,0.420901304
usa,maryland,res,wind,q1m,avaConv,0.421908563
usa,maryland,res,wind,q1p,avaConv,0.470816005
usa,maryland,res,wind,q1a,avaConv,0.476744381
usa,maryland,res,wind,q2n,avaConv,0.214991553
usa,maryland,res,wind,q2m,avaConv,0.202436463
usa,maryland,res,wind,q2p,avaConv,0.239880278
usa,maryland,res,wind,q2a,avaConv,0.257650194
usa,maryland,res,wind,q3n,avaConv,0.180878059
usa,maryland,res,wind,q3m,avaConv,0.165376653
usa,maryland,res,wind,q3p,avaConv,0.171783793
usa,maryland,res,wind,q3a,avaConv,0.181245975
usa,maryland,res,wind,q4n,avaConv,0.463806573
usa,maryland,res,wind,q4m,avaConv,0.451442697
usa,maryland,res,wind,q4p,avaConv,0.533760569
usa,maryland,res,wind,q4a,avaConv,0.502463027
canada,canada_,res,wind,q1n,avaConv,0.420901304
canada,canada_,res,wind,q1m,avaConv,0.185137037
canada,canada_,res,wind,q1p,avaConv,0.256402778
canada,canada_,res,wind,q1a,avaConv,0.355352778
canada,canada_,res,wind,q2n,avaConv,0.2311644
canada,canada_,res,wind,q2m,avaConv,0.102166667
canada,canada_,res,wind,q2p,avaConv,0.131391667
canada,canada_,res,wind,q2a,avaConv,0.243537396
canada,canada_,res,wind,q3n,avaConv,0.260647131
canada,canada_,res,wind,q3m,avaConv,0.17185348
canada,canada_,res,wind,q3p,avaConv,0.214016484
canada,canada_,res,wind,q3a,avaConv,0.285596154
canada,canada_,res,wind,q4n,avaConv,0.31313831
canada,canada_,res,wind,q4m,avaConv,0.211032967
canada,canada_,res,wind,q4p,avaConv,0.27109478
canada,canada_,res,wind,q4a,avaConv,0.368169118
usa,alabama,res,solar,q1n,avaConv,0
usa,alabama,res,solar,q1m,avaConv,0.056635328
usa,alabama,res,solar,q1p,avaConv,0.448667735
usa,alabama,res,solar,q1a,avaConv,0.045333475
usa,alabama,res,solar,q2n,avaConv,0
usa,alabama,res,solar,q2m,avaConv,0.042518518
usa,alabama,res,solar,q2p,avaConv,0.472821582
usa,alabama,res,solar,q2a,avaConv,0.13524359
usa,alabama,res,solar,q3n,avaConv,0
usa,alabama,res,solar,q3m,avaConv,0.03707805
usa,alabama,res,solar,q3p,avaConv,0.432871935
usa,alabama,res,solar,q3a,avaConv,0.115486052
usa,alabama,res,solar,q4n,avaConv,0
usa,alabama,res,solar,q4m,avaConv,0.124925331
usa,alabama,res,solar,q4p,avaConv,0.410560787
usa,alabama,res,solar,q4a,avaConv,0.015869259
usa,california,res,solar,q1n,avaConv,0
usa,california,res,solar,q1m,avaConv,0.073625926
usa,california,res,solar,q1p,avaConv,0.583268056
usa,california,res,solar,q1a,avaConv,0.058933518
usa,california,res,solar,q2n,avaConv,0
usa,california,res,solar,q2m,avaConv,0.055274074
usa,california,res,solar,q2p,avaConv,0.614668056
usa,california,res,solar,q2a,avaConv,0.175816667
usa,california,res,solar,q3n,avaConv,0
usa,california,res,solar,q3m,avaConv,0.048201465
usa,california,res,solar,q3p,avaConv,0.562733516
usa,california,res,solar,q3a,avaConv,0.150131868
usa,california,res,solar,q4n,avaConv,0
usa,california,res,solar,q4m,avaConv,0.16240293
usa,california,res,solar,q4p,avaConv,0.533729023
usa,california,res,solar,q4a,avaConv,0.020630037
usa,washington,res,solar,q1n,avaConv,0
usa,washington,res,solar,q1m,avaConv,0.056635328
usa,washington,res,solar,q1p,avaConv,0.448667735
usa,washington,res,solar,q1a,avaConv,0.045333475
usa,washington,res,solar,q2n,avaConv,0
usa,washington,res,solar,q2m,avaConv,0.042518518
usa,washington,res,solar,q2p,avaConv,0.472821582
usa,washington,res,solar,q2a,avaConv,0.13524359
usa,washington,res,solar,q3n,avaConv,0
usa,washington,res,solar,q3m,avaConv,0.03707805
usa,washington,res,solar,q3p,avaConv,0.432871935
usa,washington,res,solar,q3a,avaConv,0.115486052
usa,washington,res,solar,q4n,avaConv,0
usa,washington,res,solar,q4m,avaConv,0.124925331
usa,washington,res,solar,q4p,avaConv,0.410560787
usa,washington,res,solar,q4a,avaConv,0.015869259
usa,oregon,res,solar,q1n,avaConv,0
usa,oregon,res,solar,q1m,avaConv,0.056635328
usa,oregon,res,solar,q1p,avaConv,0.448667735
usa,oregon,res,solar,q1a,avaConv,0.045333475
usa,oregon,res,solar,q2n,avaConv,0
usa,oregon,res,solar,q2m,avaConv,0.042518518
usa,oregon,res,solar,q2p,avaConv,0.472821582
usa,oregon,res,solar,q2a,avaConv,0.13524359
usa,oregon,res,solar,q3n,avaConv,0
usa,oregon,res,solar,q3m,avaConv,0.03707805
usa,oregon,res,solar,q3p,avaConv,0.432871935
usa,oregon,res,solar,q3a,avaConv,0.115486052
usa,oregon,res,solar,q4n,avaConv,0
usa,oregon,res,solar,q4m,avaConv,0.124925331
usa,oregon,res,solar,q4p,avaConv,0.410560787
usa,oregon,res,solar,q4a,avaConv,0.015869259
usa,idaho,res,solar,q1n,avaConv,0
usa,idaho,res,solar,q1m,avaConv,0.056635328
usa,idaho,res,solar,q1p,avaConv,0.448667735
usa,idaho,res,solar,q1a,avaConv,0.045333475
usa,idaho,res,solar,q2n,avaConv,0
usa,idaho,res,solar,q2m,avaConv,0.042518518
usa,idaho,res,solar,q2p,avaConv,0.472821582
usa,idaho,res,solar,q2a,avaConv,0.13524359
usa,idaho,res,solar,q3n,avaConv,0
usa,idaho,res,solar,q3m,avaConv,0.03707805
usa,idaho,res,solar,q3p,avaConv,0.432871935
usa,idaho,res,solar,q3a,avaConv,0.115486052
usa,idaho,res,solar,q4n,avaConv,0
usa,idaho,res,solar,q4m,avaConv,0.124925331
usa,idaho,res,solar,q4p,avaConv,0.410560787
usa,idaho,res,solar,q4a,avaConv,0.015869259
usa,montana,res,solar,q1n,avaConv,0
usa,montana,res,solar,q1m,avaConv,0.056635328
usa,montana,res,solar,q1p,avaConv,0.448667735
usa,montana,res,solar,q1a,avaConv,0.045333475
usa,montana,res,solar,q2n,avaConv,0
usa,montana,res,solar,q2m,avaConv,0.042518518
usa,montana,res,solar,q2p,avaConv,0.472821582
usa,montana,res,solar,q2a,avaConv,0.13524359
usa,montana,res,solar,q3n,avaConv,0
usa,montana,res,solar,q3m,avaConv,0.03707805
usa,montana,res,solar,q3p,avaConv,0.432871935
usa,montana,res,solar,q3a,avaConv,0.115486052
usa,montana,res,solar,q4n,avaConv,0
usa,montana,res,solar,q4m,avaConv,0.124925331
usa,montana,res,solar,q4p,avaConv,0.410560787
usa,montana,res,solar,q4a,avaConv,0.015869259
usa,nevada,res,solar,q1n,avaConv,0
usa,nevada,res,solar,q1m,avaConv,0.073625926
usa,nevada,res,solar,q1p,avaConv,0.583268056
usa,nevada,res,solar,q1a,avaConv,0.058933518
usa,nevada,res,solar,q2n,avaConv,0
usa,nevada,res,solar,q2m,avaConv,0.055274074
usa,nevada,res,solar,q2p,avaConv,0.614668056
usa,nevada,res,solar,q2a,avaConv,0.175816667
usa,nevada,res,solar,q3n,avaConv,0
usa,nevada,res,solar,q3m,avaConv,0.048201465
usa,nevada,res,solar,q3p,avaConv,0.562733516
usa,nevada,res,solar,q3a,avaConv,0.150131868
usa,nevada,res,solar,q4n,avaConv,0
usa,nevada,res,solar,q4m,avaConv,0.16240293
usa,nevada,res,solar,q4p,avaConv,0.533729023
usa,nevada,res,solar,q4a,avaConv,0.020630037
usa,utah,res,solar,q1n,avaConv,0
usa,utah,res,solar,q1m,avaConv,0.073625926
usa,utah,res,solar,q1p,avaConv,0.583268056
usa,utah,res,solar,q1a,avaConv,0.058933518
usa,utah,res,solar,q2n,avaConv,0
usa,utah,res,solar,q2m,avaConv,0.055274074
usa,utah,res,solar,q2p,avaConv,0.614668056
usa,utah,res,solar,q2a,avaConv,0.175816667
usa,utah,res,solar,q3n,avaConv,0
usa,utah,res,solar,q3m,avaConv,0.048201465
usa,utah,res,solar,q3p,avaConv,0.562733516
usa,utah,res,solar,q3a,avaConv,0.150131868
usa,utah,res,solar,q4n,avaConv,0
usa,utah,res,solar,q4m,avaConv,0.16240293
usa,utah,res,solar,q4p,avaConv,0.533729023
usa,utah,res,solar,q4a,avaConv,0.020630037
usa,arizona,res,solar,q1n,avaConv,0
usa,arizona,res,solar,q1m,avaConv,0.073625926
usa,arizona,res,solar,q1p,avaConv,0.583268056
usa,arizona,res,solar,q1a,avaConv,0.058933518
usa,arizona,res,solar,q2n,avaConv,0
usa,arizona,res,solar,q2m,avaConv,0.055274074
usa,arizona,res,solar,q2p,avaConv,0.614668056
usa,arizona,res,solar,q2a,avaConv,0.175816667
usa,arizona,res,solar,q3n,avaConv,0
usa,arizona,res,solar,q3m,avaConv,0.048201465
usa,arizona,res,solar,q3p,avaConv,0.562733516
usa,arizona,res,solar,q3a,avaConv,0.150131868
usa,arizona,res,solar,q4n,avaConv,0
usa,arizona,res,solar,q4m,avaConv,0.16240293
usa,arizona,res,solar,q4p,avaConv,0.533729023
usa,arizona,res,solar,q4a,avaConv,0.020630037
usa,wyoming,res,solar,q1n,avaConv,0
usa,wyoming,res,solar,q1m,avaConv,0.058900741
usa,wyoming,res,solar,q1p,avaConv,0.466614445
usa,wyoming,res,solar,q1a,avaConv,0.047146814
usa,wyoming,res,solar,q2n,avaConv,0
usa,wyoming,res,solar,q2m,avaConv,0.044219259
usa,wyoming,res,solar,q2p,avaConv,0.491734445
usa,wyoming,res,solar,q2a,avaConv,0.140653334
usa,wyoming,res,solar,q3n,avaConv,0
usa,wyoming,res,solar,q3m,avaConv,0.038561172
usa,wyoming,res,solar,q3p,avaConv,0.450186813
usa,wyoming,res,solar,q3a,avaConv,0.120105494
usa,wyoming,res,solar,q4n,avaConv,0
usa,wyoming,res,solar,q4m,avaConv,0.129922344
usa,wyoming,res,solar,q4p,avaConv,0.426983218
usa,wyoming,res,solar,q4a,avaConv,0.01650403
usa,colorado,res,solar,q1n,avaConv,0
usa,colorado,res,solar,q1m,avaConv,0.073625926
usa,colorado,res,solar,q1p,avaConv,0.583268056
usa,colorado,res,solar,q1a,avaConv,0.058933518
usa,colorado,res,solar,q2n,avaConv,0
usa,colorado,res,solar,q2m,avaConv,0.055274074
usa,colorado,res,solar,q2p,avaConv,0.614668056
usa,colorado,res,solar,q2a,avaConv,0.175816667
usa,colorado,res,solar,q3n,avaConv,0
usa,colorado,res,solar,q3m,avaConv,0.048201465
usa,colorado,res,solar,q3p,avaConv,0.562733516
usa,colorado,res,solar,q3a,avaConv,0.150131868
usa,colorado,res,solar,q4n,avaConv,0
usa,colorado,res,solar,q4m,avaConv,0.16240293
usa,colorado,res,solar,q4p,avaConv,0.533729023
usa,colorado,res,solar,q4a,avaConv,0.020630037
usa,newMexico,res,solar,q1n,avaConv,0
usa,newMexico,res,solar,q1m,avaConv,0.073625926
usa,newMexico,res,solar,q1p,avaConv,0.583268056
usa,newMexico,res,solar,q1a,avaConv,0.058933518
usa,newMexico,res,solar,q2n,avaConv,0
usa,newMexico,res,solar,q2m,avaConv,0.055274074
usa,newMexico,res,solar,q2p,avaConv,0.614668056
usa,newMexico,res,solar,q2a,avaConv,0.175816667
usa,newMexico,res,solar,q3n,avaConv,0
usa,newMexico,res,solar,q3m,avaConv,0.048201465
usa,newMexico,res,solar,q3p,avaConv,0.562733516
usa,newMexico,res,solar,q3a,avaConv,0.150131868
usa,newMexico,res,solar,q4n,avaConv,0
usa,newMexico,res,solar,q4m,avaConv,0.16240293
usa,newMexico,res,solar,q4p,avaConv,0.533729023
usa,newMexico,res,solar,q4a,avaConv,0.020630037
usa,northDakota,res,solar,q1n,avaConv,0
usa,northDakota,res,solar,q1m,avaConv,0.056635328
usa,northDakota,res,solar,q1p,avaConv,0.448667735
usa,northDakota,res,solar,q1a,avaConv,0.045333475
usa,northDakota,res,solar,q2n,avaConv,0
usa,northDakota,res,solar,q2m,avaConv,0.042518518
usa,northDakota,res,solar,q2p,avaConv,0.472821582
usa,northDakota,res,solar,q2a,avaConv,0.13524359
usa,northDakota,res,solar,q3n,avaConv,0
usa,northDakota,res,solar,q3m,avaConv,0.03707805
usa,northDakota,res,solar,q3p,avaConv,0.432871935
usa,northDakota,res,solar,q3a,avaConv,0.115486052
usa,northDakota,res,solar,q4n,avaConv,0
usa,northDakota,res,solar,q4m,avaConv,0.124925331
usa,northDakota,res,solar,q4p,avaConv,0.410560787
usa,northDakota,res,solar,q4a,avaConv,0.015869259
usa,southDakota,res,solar,q1n,avaConv,0
usa,southDakota,res,solar,q1m,avaConv,0.056635328
usa,southDakota,res,solar,q1p,avaConv,0.448667735
usa,southDakota,res,solar,q1a,avaConv,0.045333475
usa,southDakota,res,solar,q2n,avaConv,0
usa,southDakota,res,solar,q2m,avaConv,0.042518518
usa,southDakota,res,solar,q2p,avaConv,0.472821582
usa,southDakota,res,solar,q2a,avaConv,0.13524359
usa,southDakota,res,solar,q3n,avaConv,0
usa,southDakota,res,solar,q3m,avaConv,0.03707805
usa,southDakota,res,solar,q3p,avaConv,0.432871935
usa,southDakota,res,solar,q3a,avaConv,0.115486052
usa,southDakota,res,solar,q4n,avaConv,0
usa,southDakota,res,solar,q4m,avaConv,0.124925331
usa,southDakota,res,solar,q4p,avaConv,0.410560787
usa,southDakota,res,solar,q4a,avaConv,0.015869259
usa,nebraska,res,solar,q1n,avaConv,0
usa,nebraska,res,solar,q1m,avaConv,0.056635328
usa,nebraska,res,solar,q1p,avaConv,0.448667735
usa,nebraska,res,solar,q1a,avaConv,0.045333475
usa,nebraska,res,solar,q2n,avaConv,0
usa,nebraska,res,solar,q2m,avaConv,0.042518518
usa,nebraska,res,solar,q2p,avaConv,0.472821582
usa,nebraska,res,solar,q2a,avaConv,0.13524359
usa,nebraska,res,solar,q3n,avaConv,0
usa,nebraska,res,solar,q3m,avaConv,0.03707805
usa,nebraska,res,solar,q3p,avaConv,0.432871935
usa,nebraska,res,solar,q3a,avaConv,0.115486052
usa,nebraska,res,solar,q4n,avaConv,0
usa,nebraska,res,solar,q4m,avaConv,0.124925331
usa,nebraska,res,solar,q4p,avaConv,0.410560787
usa,nebraska,res,solar,q4a,avaConv,0.015869259
usa,kansas,res,solar,q1n,avaConv,0
usa,kansas,res,solar,q1m,avaConv,0.058900741
usa,kansas,res,solar,q1p,avaConv,0.466614445
usa,kansas,res,solar,q1a,avaConv,0.047146814
usa,kansas,res,solar,q2n,avaConv,0
usa,kansas,res,solar,q2m,avaConv,0.044219259
usa,kansas,res,solar,q2p,avaConv,0.491734445
usa,kansas,res,solar,q2a,avaConv,0.140653334
usa,kansas,res,solar,q3n,avaConv,0
usa,kansas,res,solar,q3m,avaConv,0.038561172
usa,kansas,res,solar,q3p,avaConv,0.450186813
usa,kansas,res,solar,q3a,avaConv,0.120105494
usa,kansas,res,solar,q4n,avaConv,0
usa,kansas,res,solar,q4m,avaConv,0.129922344
usa,kansas,res,solar,q4p,avaConv,0.426983218
usa,kansas,res,solar,q4a,avaConv,0.01650403
usa,oklahoma,res,solar,q1n,avaConv,0
usa,oklahoma,res,solar,q1m,avaConv,0.058900741
usa,oklahoma,res,solar,q1p,avaConv,0.466614445
usa,oklahoma,res,solar,q1a,avaConv,0.047146814
usa,oklahoma,res,solar,q2n,avaConv,0
usa,oklahoma,res,solar,q2m,avaConv,0.044219259
usa,oklahoma,res,solar,q2p,avaConv,0.491734445
usa,oklahoma,res,solar,q2a,avaConv,0.140653334
usa,oklahoma,res,solar,q3n,avaConv,0
usa,oklahoma,res,solar,q3m,avaConv,0.038561172
usa,oklahoma,res,solar,q3p,avaConv,0.450186813
usa,oklahoma,res,solar,q3a,avaConv,0.120105494
usa,oklahoma,res,solar,q4n,avaConv,0
usa,oklahoma,res,solar,q4m,avaConv,0.129922344
usa,oklahoma,res,solar,q4p,avaConv,0.426983218
usa,oklahoma,res,solar,q4a,avaConv,0.01650403
usa,texas,res,solar,q1n,avaConv,0
usa,texas,res,solar,q1m,avaConv,0.058900741
usa,texas,res,solar,q1p,avaConv,0.466614445
usa,texas,res,solar,q1a,avaConv,0.047146814
usa,texas,res,solar,q2n,avaConv,0
usa,texas,res,solar,q2m,avaConv,0.044219259
usa,texas,res,solar,q2p,avaConv,0.491734445
usa,texas,res,solar,q2a,avaConv,0.140653334
usa,texas,res,solar,q3n,avaConv,0
usa,texas,res,solar,q3m,avaConv,0.038561172
usa,texas,res,solar,q3p,avaConv,0.450186813
usa,texas,res,solar,q3a,avaConv,0.120105494
usa,texas,res,solar,q4n,avaConv,0
usa,texas,res,solar,q4m,avaConv,0.129922344
usa,texas,res,solar,q4p,avaConv,0.426983218
usa,texas,res,solar,q4a,avaConv,0.01650403
usa,minnesota,res,solar,q1n,avaConv,0
usa,minnesota,res,solar,q1m,avaConv,0.056635328
usa,minnesota,res,solar,q1p,avaConv,0.448667735
usa,minnesota,res,solar,q1a,avaConv,0.045333475
usa,minnesota,res,solar,q2n,avaConv,0
usa,minnesota,res,solar,q2m,avaConv,0.042518518
usa,minnesota,res,solar,q2p,avaConv,0.472821582
usa,minnesota,res,solar,q2a,avaConv,0.13524359
usa,minnesota,res,solar,q3n,avaConv,0
usa,minnesota,res,solar,q3m,avaConv,0.03707805
usa,minnesota,res,solar,q3p,avaConv,0.432871935
usa,minnesota,res,solar,q3a,avaConv,0.115486052
usa,minnesota,res,solar,q4n,avaConv,0
usa,minnesota,res,solar,q4m,avaConv,0.124925331
usa,minnesota,res,solar,q4p,avaConv,0.410560787
usa,minnesota,res,solar,q4a,avaConv,0.015869259
usa,wisconsin,res,solar,q1n,avaConv,0
usa,wisconsin,res,solar,q1m,avaConv,0.056635328
usa,wisconsin,res,solar,q1p,avaConv,0.448667735
usa,wisconsin,res,solar,q1a,avaConv,0.045333475
usa,wisconsin,res,solar,q2n,avaConv,0
usa,wisconsin,res,solar,q2m,avaConv,0.042518518
usa,wisconsin,res,solar,q2p,avaConv,0.472821582
usa,wisconsin,res,solar,q2a,avaConv,0.13524359
usa,wisconsin,res,solar,q3n,avaConv,0
usa,wisconsin,res,solar,q3m,avaConv,0.03707805
usa,wisconsin,res,solar,q3p,avaConv,0.432871935
usa,wisconsin,res,solar,q3a,avaConv,0.115486052
usa,wisconsin,res,solar,q4n,avaConv,0
usa,wisconsin,res,solar,q4m,avaConv,0.124925331
usa,wisconsin,res,solar,q4p,avaConv,0.410560787
usa,wisconsin,res,solar,q4a,avaConv,0.015869259
usa,iowa,res,solar,q1n,avaConv,0
usa,iowa,res,solar,q1m,avaConv,0.056635328
usa,iowa,res,solar,q1p,avaConv,0.448667735
usa,iowa,res,solar,q1a,avaConv,0.045333475
usa,iowa,res,solar,q2n,avaConv,0
usa,iowa,res,solar,q2m,avaConv,0.042518518
usa,iowa,res,solar,q2p,avaConv,0.472821582
usa,iowa,res,solar,q2a,avaConv,0.13524359
usa,iowa,res,solar,q3n,avaConv,0
usa,iowa,res,solar,q3m,avaConv,0.03707805
usa,iowa,res,solar,q3p,avaConv,0.432871935
usa,iowa,res,solar,q3a,avaConv,0.115486052
usa,iowa,res,solar,q4n,avaConv,0
usa,iowa,res,solar,q4m,avaConv,0.124925331
usa,iowa,res,solar,q4p,avaConv,0.410560787
usa,iowa,res,solar,q4a,avaConv,0.015869259
usa,missouri,res,solar,q1n,avaConv,0
usa,missouri,res,solar,q1m,avaConv,0.056635328
usa,missouri,res,solar,q1p,avaConv,0.448667735
usa,missouri,res,solar,q1a,avaConv,0.045333475
usa,missouri,res,solar,q2n,avaConv,0
usa,missouri,res,solar,q2m,avaConv,0.042518518
usa,missouri,res,solar,q2p,avaConv,0.472821582
usa,missouri,res,solar,q2a,avaConv,0.13524359
usa,missouri,res,solar,q3n,avaConv,0
usa,missouri,res,solar,q3m,avaConv,0.03707805
usa,missouri,res,solar,q3p,avaConv,0.432871935
usa,missouri,res,solar,q3a,avaConv,0.115486052
usa,missouri,res,solar,q4n,avaConv,0
usa,missouri,res,solar,q4m,avaConv,0.124925331
usa,missouri,res,solar,q4p,avaConv,0.410560787
usa,missouri,res,solar,q4a,avaConv,0.015869259
usa,illinois,res,solar,q1n,avaConv,0
usa,illinois,res,solar,q1m,avaConv,0.056635328
usa,illinois,res,solar,q1p,avaConv,0.448667735
usa,illinois,res,solar,q1a,avaConv,0.045333475
usa,illinois,res,solar,q2n,avaConv,0
usa,illinois,res,solar,q2m,avaConv,0.042518518
usa,illinois,res,solar,q2p,avaConv,0.472821582
usa,illinois,res,solar,q2a,avaConv,0.13524359
usa,illinois,res,solar,q3n,avaConv,0
usa,illinois,res,solar,q3m,avaConv,0.03707805
usa,illinois,res,solar,q3p,avaConv,0.432871935
usa,illinois,res,solar,q3a,avaConv,0.115486052
usa,illinois,res,solar,q4n,avaConv,0
usa,illinois,res,solar,q4m,avaConv,0.124925331
usa,illinois,res,solar,q4p,avaConv,0.410560787
usa,illinois,res,solar,q4a,avaConv,0.015869259
usa,indiana,res,solar,q1n,avaConv,0
usa,indiana,res,solar,q1m,avaConv,0.054537723
usa,indiana,res,solar,q1p,avaConv,0.432050412
usa,indiana,res,solar,q1a,avaConv,0.043654458
usa,indiana,res,solar,q2n,avaConv,0
usa,indiana,res,solar,q2m,avaConv,0.040943759
usa,indiana,res,solar,q2p,avaConv,0.455309671
usa,indiana,res,solar,q2a,avaConv,0.130234568
usa,indiana,res,solar,q3n,avaConv,0
usa,indiana,res,solar,q3m,avaConv,0.035704789
usa,indiana,res,solar,q3p,avaConv,0.416839641
usa,indiana,res,solar,q3a,avaConv,0.111208791
usa,indiana,res,solar,q4n,avaConv,0
usa,indiana,res,solar,q4m,avaConv,0.120298467
usa,indiana,res,solar,q4p,avaConv,0.395354832
usa,indiana,res,solar,q4a,avaConv,0.015281509
usa,michigan,res,solar,q1n,avaConv,0
usa,michigan,res,solar,q1m,avaConv,0.054537723
usa,michigan,res,solar,q1p,avaConv,0.432050412
usa,michigan,res,solar,q1a,avaConv,0.043654458
usa,michigan,res,solar,q2n,avaConv,0
usa,michigan,res,solar,q2m,avaConv,0.040943759
usa,michigan,res,solar,q2p,avaConv,0.455309671
usa,michigan,res,solar,q2a,avaConv,0.130234568
usa,michigan,res,solar,q3n,avaConv,0
usa,michigan,res,solar,q3m,avaConv,0.035704789
usa,michigan,res,solar,q3p,avaConv,0.416839641
usa,michigan,res,solar,q3a,avaConv,0.111208791
usa,michigan,res,solar,q4n,avaConv,0
usa,michigan,res,solar,q4m,avaConv,0.120298467
usa,michigan,res,solar,q4p,avaConv,0.395354832
usa,michigan,res,solar,q4a,avaConv,0.015281509
usa,ohio,res,solar,q1n,avaConv,0
usa,ohio,res,solar,q1m,avaConv,0.054537723
usa,ohio,res,solar,q1p,avaConv,0.432050412
usa,ohio,res,solar,q1a,avaConv,0.043654458
usa,ohio,res,solar,q2n,avaConv,0
usa,ohio,res,solar,q2m,avaConv,0.040943759
usa,ohio,res,solar,q2p,avaConv,0.455309671
usa,ohio,res,solar,q2a,avaConv,0.130234568
usa,ohio,res,solar,q3n,avaConv,0
usa,ohio,res,solar,q3m,avaConv,0.035704789
usa,ohio,res,solar,q3p,avaConv,0.416839641
usa,ohio,res,solar,q3a,avaConv,0.111208791
usa,ohio,res,solar,q4n,avaConv,0
usa,ohio,res,solar,q4m,avaConv,0.120298467
usa,ohio,res,solar,q4p,avaConv,0.395354832
usa,ohio,res,solar,q4a,avaConv,0.015281509
usa,arkansas,res,solar,q1n,avaConv,0
usa,arkansas,res,solar,q1m,avaConv,0.056635328
usa,arkansas,res,solar,q1p,avaConv,0.448667735
usa,arkansas,res,solar,q1a,avaConv,0.045333475
usa,arkansas,res,solar,q2n,avaConv,0
usa,arkansas,res,solar,q2m,avaConv,0.042518518
usa,arkansas,res,solar,q2p,avaConv,0.472821582
usa,arkansas,res,solar,q2a,avaConv,0.13524359
usa,arkansas,res,solar,q3n,avaConv,0
usa,arkansas,res,solar,q3m,avaConv,0.03707805
usa,arkansas,res,solar,q3p,avaConv,0.432871935
usa,arkansas,res,solar,q3a,avaConv,0.115486052
usa,arkansas,res,solar,q4n,avaConv,0
usa,arkansas,res,solar,q4m,avaConv,0.124925331
usa,arkansas,res,solar,q4p,avaConv,0.410560787
usa,arkansas,res,solar,q4a,avaConv,0.015869259
usa,louisiana,res,solar,q1n,avaConv,0
usa,louisiana,res,solar,q1m,avaConv,0.056635328
usa,louisiana,res,solar,q1p,avaConv,0.448667735
usa,louisiana,res,solar,q1a,avaConv,0.045333475
usa,louisiana,res,solar,q2n,avaConv,0
usa,louisiana,res,solar,q2m,avaConv,0.042518518
usa,louisiana,res,solar,q2p,avaConv,0.472821582
usa,louisiana,res,solar,q2a,avaConv,0.13524359
usa,louisiana,res,solar,q3n,avaConv,0
usa,louisiana,res,solar,q3m,avaConv,0.03707805
usa,louisiana,res,solar,q3p,avaConv,0.432871935
usa,louisiana,res,solar,q3a,avaConv,0.115486052
usa,louisiana,res,solar,q4n,avaConv,0
usa,louisiana,res,solar,q4m,avaConv,0.124925331
usa,louisiana,res,solar,q4p,avaConv,0.410560787
usa,louisiana,res,solar,q4a,avaConv,0.015869259
usa,mississippi,res,solar,q1n,avaConv,0
usa,mississippi,res,solar,q1m,avaConv,0.056635328
usa,mississippi,res,solar,q1p,avaConv,0.448667735
usa,mississippi,res,solar,q1a,avaConv,0.045333475
usa,mississippi,res,solar,q2n,avaConv,0
usa,mississippi,res,solar,q2m,avaConv,0.042518518
usa,mississippi,res,solar,q2p,avaConv,0.472821582
usa,mississippi,res,solar,q2a,avaConv,0.13524359
