region_1,region_2,technology_4,timestep_2,parameter,value,comment
usa,minnesota,chpBiomass_,2040,capaConvResi,0.2621,
usa,mississippi,chpBiomass_,2020,capaConvResi,0.6621,
usa,mississippi,chpBiomass_,2025,capaConvResi,0.4971,
usa,mississippi,chpBiomass_,2030,capaConvResi,0.3731,
usa,mississippi,chpBiomass_,2035,capaConvResi,0.2791,
usa,mississippi,chpBiomass_,2040,capaConvResi,0.2101,
usa,northCarolina,chpBiomass_,2020,capaConvResi,0.6651,
usa,northCarolina,chpBiomass_,2025,capaConvResi,0.4991,
usa,northCarolina,chpBiomass_,2030,capaConvResi,0.3741,
usa,northCarolina,chpBiomass_,2035,capaConvResi,0.2811,
usa,northCarolina,chpBiomass_,2040,capaConvResi,0.2101,
usa,newJersey,chpBiomass_,2020,capaConvResi,0.5071,
usa,newJersey,chpBiomass_,2025,capaConvResi,0.3801,
usa,newJersey,chpBiomass_,2030,capaConvResi,0.2851,
usa,newJersey,chpBiomass_,2035,capaConvResi,0.2141,
usa,newJersey,chpBiomass_,2040,capaConvResi,0.1601,
usa,newYork,chpBiomass_,2020,capaConvResi,0.5681,
usa,newYork,chpBiomass_,2025,capaConvResi,0.4261,
usa,newYork,chpBiomass_,2030,capaConvResi,0.3191,
usa,newYork,chpBiomass_,2035,capaConvResi,0.2391,
usa,newYork,chpBiomass_,2040,capaConvResi,0.1801,
usa,ohio,chpBiomass_,2020,capaConvResi,0.0481,
usa,ohio,chpBiomass_,2025,capaConvResi,0.0361,
usa,oklahoma,chpBiomass_,2020,capaConvResi,0.1631,
usa,oklahoma,chpBiomass_,2025,capaConvResi,0.1221,
usa,oklahoma,chpBiomass_,2030,capaConvResi,0.0921,
usa,oklahoma,chpBiomass_,2035,capaConvResi,0.0691,
usa,oklahoma,chpBiomass_,2040,capaConvResi,0.0521,
usa,oregon,chpBiomass_,2020,capaConvResi,0.6171,
usa,oregon,chpBiomass_,2025,capaConvResi,0.4631,
usa,oregon,chpBiomass_,2030,capaConvResi,0.3471,
usa,oregon,chpBiomass_,2035,capaConvResi,0.2601,
usa,oregon,chpBiomass_,2040,capaConvResi,0.1951,
usa,pennsylvania,chpBiomass_,2020,capaConvResi,1.0851,
usa,pennsylvania,chpBiomass_,2025,capaConvResi,0.8141,
usa,pennsylvania,chpBiomass_,2030,capaConvResi,0.6101,
usa,pennsylvania,chpBiomass_,2035,capaConvResi,0.4581,
usa,pennsylvania,chpBiomass_,2040,capaConvResi,0.3431,
usa,southCarolina,chpBiomass_,2020,capaConvResi,0.9231,
usa,southCarolina,chpBiomass_,2025,capaConvResi,0.6921,
usa,southCarolina,chpBiomass_,2030,capaConvResi,0.5191,
usa,southCarolina,chpBiomass_,2035,capaConvResi,0.3891,
usa,southCarolina,chpBiomass_,2040,capaConvResi,0.2921,
usa,tennessee,chpBiomass_,2020,capaConvResi,0.4611,
usa,tennessee,chpBiomass_,2025,capaConvResi,0.3451,
usa,tennessee,chpBiomass_,2030,capaConvResi,0.2591,
usa,tennessee,chpBiomass_,2035,capaConvResi,0.1941,
usa,tennessee,chpBiomass_,2040,capaConvResi,0.1461,
usa,texas,chpBiomass_,2020,capaConvResi,0.6631,
usa,texas,chpBiomass_,2025,capaConvResi,0.4971,
usa,texas,chpBiomass_,2030,capaConvResi,0.3731,
usa,texas,chpBiomass_,2035,capaConvResi,0.2791,
usa,texas,chpBiomass_,2040,capaConvResi,0.2101,
usa,virginia,chpBiomass_,2020,capaConvResi,0.6891,
usa,virginia,chpBiomass_,2025,capaConvResi,0.5171,
usa,virginia,chpBiomass_,2030,capaConvResi,0.3881,
usa,virginia,chpBiomass_,2035,capaConvResi,0.2911,
usa,virginia,chpBiomass_,2040,capaConvResi,0.2181,
usa,washington,chpBiomass_,2020,capaConvResi,1.0571,
usa,washington,chpBiomass_,2025,capaConvResi,0.7931,
usa,washington,chpBiomass_,2030,capaConvResi,0.5951,
usa,washington,chpBiomass_,2035,capaConvResi,0.4461,
usa,washington,chpBiomass_,2040,capaConvResi,0.3351,
usa,wisconsin,chpBiomass_,2020,capaConvResi,0.4591,
usa,wisconsin,chpBiomass_,2025,capaConvResi,0.3441,
usa,wisconsin,chpBiomass_,2030,capaConvResi,0.2581,
usa,wisconsin,chpBiomass_,2035,capaConvResi,0.1941,
usa,wisconsin,chpBiomass_,2040,capaConvResi,0.1451,
usa,alabama,chpHardcoal,2020,capaConvResi,0.2401,
usa,alabama,chpHardcoal,2025,capaConvResi,0.1801,
usa,alabama,chpHardcoal,2030,capaConvResi,0.1351,
usa,alabama,chpHardcoal,2035,capaConvResi,0.1011,
usa,alabama,chpHardcoal,2040,capaConvResi,0.0761,
usa,california,chpHardcoal,2020,capaConvResi,0.1011,
usa,california,chpHardcoal,2025,capaConvResi,0.0761,
usa,california,chpHardcoal,2030,capaConvResi,0.0571,
usa,california,chpHardcoal,2035,capaConvResi,0.0431,
usa,california,chpHardcoal,2040,capaConvResi,0.0321,
usa,connecticut,chpHardcoal,2020,capaConvResi,0.3341,
usa,connecticut,chpHardcoal,2025,capaConvResi,0.2501,
usa,connecticut,chpHardcoal,2030,capaConvResi,0.1881,
usa,connecticut,chpHardcoal,2035,capaConvResi,0.1411,
usa,connecticut,chpHardcoal,2040,capaConvResi,0.1061,
usa,delaware,chpHardcoal,2020,capaConvResi,0.1921,
usa,delaware,chpHardcoal,2025,capaConvResi,0.1441,
usa,delaware,chpHardcoal,2030,capaConvResi,0.1081,
usa,delaware,chpHardcoal,2035,capaConvResi,0.0811,
usa,delaware,chpHardcoal,2040,capaConvResi,0.0611,
usa,florida,chpHardcoal,2020,capaConvResi,0.9871,
usa,florida,chpHardcoal,2025,capaConvResi,0.7401,
usa,florida,chpHardcoal,2030,capaConvResi,0.5551,
usa,florida,chpHardcoal,2035,capaConvResi,0.4161,
usa,florida,chpHardcoal,2040,capaConvResi,0.3121,
usa,georgia,chpHardcoal,2020,capaConvResi,0.6581,
usa,georgia,chpHardcoal,2025,capaConvResi,0.4941,
usa,georgia,chpHardcoal,2030,capaConvResi,0.3701,
usa,georgia,chpHardcoal,2035,capaConvResi,0.2781,
usa,georgia,chpHardcoal,2040,capaConvResi,0.2081,
usa,iowa,chpHardcoal,2020,capaConvResi,1.1751,
usa,iowa,chpHardcoal,2025,capaConvResi,0.8811,
usa,iowa,chpHardcoal,2030,capaConvResi,0.6611,
usa,iowa,chpHardcoal,2035,capaConvResi,0.4961,
usa,iowa,chpHardcoal,2040,capaConvResi,0.3721,
usa,idaho,chpHardcoal,2020,capaConvResi,0.0451,
usa,idaho,chpHardcoal,2025,capaConvResi,0.0341,
usa,idaho,chpHardcoal,2030,capaConvResi,0.0251,
usa,illinois,chpHardcoal,2020,capaConvResi,1.0751,
usa,illinois,chpHardcoal,2025,capaConvResi,0.8071,
usa,illinois,chpHardcoal,2030,capaConvResi,0.6051,
usa,illinois,chpHardcoal,2035,capaConvResi,0.4541,
usa,illinois,chpHardcoal,2040,capaConvResi,0.3401,
usa,indiana,chpHardcoal,2020,capaConvResi,1.6161,
usa,indiana,chpHardcoal,2025,capaConvResi,1.2121,
usa,indiana,chpHardcoal,2030,capaConvResi,0.9091,
usa,indiana,chpHardcoal,2035,capaConvResi,0.6821,
usa,indiana,chpHardcoal,2040,capaConvResi,0.5111,
usa,maryland,chpHardcoal,2020,capaConvResi,0.4521,
usa,maryland,chpHardcoal,2025,capaConvResi,0.3391,
usa,maryland,chpHardcoal,2030,capaConvResi,0.2541,
usa,maryland,chpHardcoal,2035,capaConvResi,0.1911,
usa,maryland,chpHardcoal,2040,capaConvResi,0.1431,
usa,maine,chpHardcoal,2020,capaConvResi,0.1571,
usa,maine,chpHardcoal,2025,capaConvResi,0.1181,
usa,maine,chpHardcoal,2030,capaConvResi,0.0881,
usa,maine,chpHardcoal,2035,capaConvResi,0.0661,
usa,maine,chpHardcoal,2040,capaConvResi,0.0501,
usa,michigan,chpHardcoal,2020,capaConvResi,0.1581,
usa,michigan,chpHardcoal,2025,capaConvResi,0.1191,
usa,michigan,chpHardcoal,2030,capaConvResi,0.0891,
usa,michigan,chpHardcoal,2035,capaConvResi,0.0671,
usa,michigan,chpHardcoal,2040,capaConvResi,0.0501,
usa,minnesota,chpHardcoal,2020,capaConvResi,0.6021,
usa,minnesota,chpHardcoal,2025,capaConvResi,0.4521,
usa,minnesota,chpHardcoal,2030,capaConvResi,0.3391,
usa,minnesota,chpHardcoal,2035,capaConvResi,0.2541,
usa,minnesota,chpHardcoal,2040,capaConvResi,0.1911,
usa,missouri,chpHardcoal,2020,capaConvResi,0.1331,
usa,missouri,chpHardcoal,2025,capaConvResi,0.1001,
usa,missouri,chpHardcoal,2030,capaConvResi,0.0751,
usa,missouri,chpHardcoal,2035,capaConvResi,0.0561,
usa,missouri,chpHardcoal,2040,capaConvResi,0.0421,
usa,northCarolina,chpHardcoal,2020,capaConvResi,0.9111,
usa,northCarolina,chpHardcoal,2025,capaConvResi,0.6831,
usa,northCarolina,chpHardcoal,2030,capaConvResi,0.5121,
usa,northCarolina,chpHardcoal,2035,capaConvResi,0.3841,
usa,northCarolina,chpHardcoal,2040,capaConvResi,0.2881,
usa,northDakota,chpHardcoal,2020,capaConvResi,0.2301,
usa,northDakota,chpHardcoal,2025,capaConvResi,0.1731,
usa,northDakota,chpHardcoal,2030,capaConvResi,0.1301,
usa,northDakota,chpHardcoal,2035,capaConvResi,0.0971,
usa,northDakota,chpHardcoal,2040,capaConvResi,0.0731,
usa,nebraska,chpHardcoal,2020,capaConvResi,0.1441,
usa,nebraska,chpHardcoal,2025,capaConvResi,0.1081,
usa,nebraska,chpHardcoal,2030,capaConvResi,0.0811,
usa,nebraska,chpHardcoal,2035,capaConvResi,0.0611,
usa,nebraska,chpHardcoal,2040,capaConvResi,0.0451,
usa,newJersey,chpHardcoal,2020,capaConvResi,0.9731,
usa,newJersey,chpHardcoal,2025,capaConvResi,0.7301,
usa,newJersey,chpHardcoal,2030,capaConvResi,0.5471,
usa,newJersey,chpHardcoal,2035,capaConvResi,0.4101,
usa,newJersey,chpHardcoal,2040,capaConvResi,0.3081,
usa,newYork,chpHardcoal,2020,capaConvResi,0.5811,
usa,newYork,chpHardcoal,2025,capaConvResi,0.4361,
usa,newYork,chpHardcoal,2030,capaConvResi,0.3271,
usa,newYork,chpHardcoal,2035,capaConvResi,0.2451,
usa,newYork,chpHardcoal,2040,capaConvResi,0.1841,
usa,ohio,chpHardcoal,2020,capaConvResi,0.2171,
usa,ohio,chpHardcoal,2025,capaConvResi,0.1621,
usa,ohio,chpHardcoal,2030,capaConvResi,0.1221,
usa,ohio,chpHardcoal,2035,capaConvResi,0.0911,
usa,ohio,chpHardcoal,2040,capaConvResi,0.0691,
usa,oklahoma,chpHardcoal,2020,capaConvResi,0.8011,
usa,oklahoma,chpHardcoal,2025,capaConvResi,0.6011,
usa,oklahoma,chpHardcoal,2030,capaConvResi,0.4501,
usa,oklahoma,chpHardcoal,2035,capaConvResi,0.3381,
usa,oklahoma,chpHardcoal,2040,capaConvResi,0.2531,
usa,oregon,chpHardcoal,2020,capaConvResi,0.0261,
usa,pennsylvania,chpHardcoal,2020,capaConvResi,1.4121,
usa,pennsylvania,chpHardcoal,2025,capaConvResi,1.0591,
usa,pennsylvania,chpHardcoal,2030,capaConvResi,0.7941,
usa,pennsylvania,chpHardcoal,2035,capaConvResi,0.5961,
usa,pennsylvania,chpHardcoal,2040,capaConvResi,0.4471,
usa,southCarolina,chpHardcoal,2020,capaConvResi,0.2871,
usa,southCarolina,chpHardcoal,2025,capaConvResi,0.2161,
usa,southCarolina,chpHardcoal,2030,capaConvResi,0.1621,
usa,southCarolina,chpHardcoal,2035,capaConvResi,0.1211,
usa,southCarolina,chpHardcoal,2040,capaConvResi,0.0911,
usa,tennessee,chpHardcoal,2020,capaConvResi,0.3861,
usa,tennessee,chpHardcoal,2025,capaConvResi,0.2901,
usa,tennessee,chpHardcoal,2030,capaConvResi,0.2171,
usa,tennessee,chpHardcoal,2035,capaConvResi,0.1631,
usa,tennessee,chpHardcoal,2040,capaConvResi,0.1221,
usa,utah,chpHardcoal,2020,capaConvResi,0.1071,
usa,utah,chpHardcoal,2025,capaConvResi,0.0801,
usa,utah,chpHardcoal,2030,capaConvResi,0.0601,
usa,utah,chpHardcoal,2035,capaConvResi,0.0451,
usa,utah,chpHardcoal,2040,capaConvResi,0.0341,
usa,virginia,chpHardcoal,2020,capaConvResi,1.2781,
usa,virginia,chpHardcoal,2025,capaConvResi,0.9591,
usa,virginia,chpHardcoal,2030,capaConvResi,0.7191,
usa,virginia,chpHardcoal,2035,capaConvResi,0.5391,
usa,virginia,chpHardcoal,2040,capaConvResi,0.4041,
usa,wisconsin,chpHardcoal,2020,capaConvResi,0.7291,
usa,wisconsin,chpHardcoal,2025,capaConvResi,0.5471,
usa,wisconsin,chpHardcoal,2030,capaConvResi,0.4101,
usa,wisconsin,chpHardcoal,2035,capaConvResi,0.3081,
usa,wisconsin,chpHardcoal,2040,capaConvResi,0.2311,
usa,westVirginia,chpHardcoal,2020,capaConvResi,0.7231,
usa,westVirginia,chpHardcoal,2025,capaConvResi,0.5421,
usa,westVirginia,chpHardcoal,2030,capaConvResi,0.4061,
usa,westVirginia,chpHardcoal,2035,capaConvResi,0.3051,
usa,westVirginia,chpHardcoal,2040,capaConvResi,0.2291,
usa,wyoming,chpHardcoal,2020,capaConvResi,0.0551,
usa,wyoming,chpHardcoal,2025,capaConvResi,0.0421,
usa,wyoming,chpHardcoal,2030,capaConvResi,0.0311,
usa,alabama,chpGas,2020,capaConvResi,3.3801,
usa,alabama,chpGas,2025,capaConvResi,2.5351,
usa,alabama,chpGas,2030,capaConvResi,1.9011,
usa,alabama,chpGas,2035,capaConvResi,1.4261,
usa,alabama,chpGas,2040,capaConvResi,1.0691,
usa,alabama,chpGas,2045,capaConvResi,0.8021,
usa,alabama,chpGas,2050,capaConvResi,0.6021,
usa,arkansas,chpGas,2020,capaConvResi,0.3291,
usa,arkansas,chpGas,2025,capaConvResi,0.2471,
usa,arkansas,chpGas,2030,capaConvResi,0.1851,
usa,arkansas,chpGas,2035,capaConvResi,0.1391,
usa,arkansas,chpGas,2040,capaConvResi,0.1041,
usa,arkansas,chpGas,2045,capaConvResi,0.0781,
usa,arkansas,chpGas,2050,capaConvResi,0.0591,
usa,arizona,chpGas,2020,capaConvResi,0.1151,
usa,arizona,chpGas,2025,capaConvResi,0.0861,
usa,arizona,chpGas,2030,capaConvResi,0.0651,
usa,arizona,chpGas,2035,capaConvResi,0.0491,
usa,arizona,chpGas,2040,capaConvResi,0.0361,
usa,arizona,chpGas,2045,capaConvResi,0.0271,
usa,arizona,chpGas,2050,capaConvResi,0.0201,
usa,california,chpGas,2020,capaConvResi,10.2391,
usa,california,chpGas,2025,capaConvResi,7.6791,
usa,california,chpGas,2030,capaConvResi,5.7591,
usa,california,chpGas,2035,capaConvResi,4.3191,
usa,california,chpGas,2040,capaConvResi,3.2401,
usa,california,chpGas,2045,capaConvResi,2.4301,
usa,california,chpGas,2050,capaConvResi,1.8221,
usa,colorado,chpGas,2020,capaConvResi,0.6241,
usa,colorado,chpGas,2025,capaConvResi,0.4681,
usa,colorado,chpGas,2030,capaConvResi,0.3511,
usa,colorado,chpGas,2035,capaConvResi,0.2631,
usa,colorado,chpGas,2040,capaConvResi,0.1971,
usa,colorado,chpGas,2045,capaConvResi,0.1481,
usa,colorado,chpGas,2050,capaConvResi,0.1111,
usa,connecticut,chpGas,2020,capaConvResi,0.6831,
usa,connecticut,chpGas,2025,capaConvResi,0.5121,
usa,connecticut,chpGas,2030,capaConvResi,0.3841,
usa,connecticut,chpGas,2035,capaConvResi,0.2881,
usa,connecticut,chpGas,2040,capaConvResi,0.2161,
usa,connecticut,chpGas,2045,capaConvResi,0.1621,
usa,connecticut,chpGas,2050,capaConvResi,0.1221,
usa,delaware,chpGas,2020,capaConvResi,0.3321,
usa,delaware,chpGas,2025,capaConvResi,0.2491,
usa,delaware,chpGas,2030,capaConvResi,0.1871,
usa,delaware,chpGas,2035,capaConvResi,0.1401,
usa,delaware,chpGas,2040,capaConvResi,0.1051,
usa,delaware,chpGas,2045,capaConvResi,0.0791,
usa,delaware,chpGas,2050,capaConvResi,0.0591,
usa,florida,chpGas,2020,capaConvResi,1.4591,
usa,florida,chpGas,2025,capaConvResi,1.0941,
usa,florida,chpGas,2030,capaConvResi,0.8211,
usa,florida,chpGas,2035,capaConvResi,0.6151,
usa,florida,chpGas,2040,capaConvResi,0.4621,
usa,florida,chpGas,2045,capaConvResi,0.3461,
usa,florida,chpGas,2050,capaConvResi,0.2601,
usa,georgia,chpGas,2020,capaConvResi,0.4151,
usa,georgia,chpGas,2025,capaConvResi,0.3111,
usa,georgia,chpGas,2030,capaConvResi,0.2331,
usa,georgia,chpGas,2035,capaConvResi,0.1751,
usa,georgia,chpGas,2040,capaConvResi,0.1311,
usa,georgia,chpGas,2045,capaConvResi,0.0981,
usa,georgia,chpGas,2050,capaConvResi,0.0741,
usa,iowa,chpGas,2020,capaConvResi,0.1091,
usa,iowa,chpGas,2025,capaConvResi,0.0821,
usa,iowa,chpGas,2030,capaConvResi,0.0611,
usa,iowa,chpGas,2035,capaConvResi,0.0461,
usa,iowa,chpGas,2040,capaConvResi,0.0351,
usa,iowa,chpGas,2045,capaConvResi,0.0261,
usa,iowa,chpGas,2050,capaConvResi,0.0191,
usa,idaho,chpGas,2020,capaConvResi,0.0211,
usa,illinois,chpGas,2020,capaConvResi,0.7251,
usa,illinois,chpGas,2025,capaConvResi,0.5441,
usa,illinois,chpGas,2030,capaConvResi,0.4081,
usa,illinois,chpGas,2035,capaConvResi,0.3061,
usa,illinois,chpGas,2040,capaConvResi,0.2291,
usa,illinois,chpGas,2045,capaConvResi,0.1721,
usa,illinois,chpGas,2050,capaConvResi,0.1291,
usa,indiana,chpGas,2020,capaConvResi,1.8951,
usa,indiana,chpGas,2025,capaConvResi,1.4211,
usa,indiana,chpGas,2030,capaConvResi,1.0661,
usa,indiana,chpGas,2035,capaConvResi,0.7991,
usa,indiana,chpGas,2040,capaConvResi,0.6001,
usa,indiana,chpGas,2045,capaConvResi,0.4501,
usa,indiana,chpGas,2050,capaConvResi,0.3371,
usa,kansas,chpGas,2020,capaConvResi,0.1961,
usa,kansas,chpGas,2025,capaConvResi,0.1471,
usa,kansas,chpGas,2030,capaConvResi,0.1101,
usa,kansas,chpGas,2035,capaConvResi,0.0831,
usa,kansas,chpGas,2040,capaConvResi,0.0621,
usa,kansas,chpGas,2045,capaConvResi,0.0461,
usa,kansas,chpGas,2050,capaConvResi,0.0351,
usa,kentucky,chpGas,2020,capaConvResi,0.0551,
usa,kentucky,chpGas,2025,capaConvResi,0.0411,
usa,kentucky,chpGas,2030,capaConvResi,0.0311,
usa,kentucky,chpGas,2035,capaConvResi,0.0231,
usa,kentucky,chpGas,2040,capaConvResi,0.0171,
usa,louisiana,chpGas,2020,capaConvResi,7.3551,
usa,louisiana,chpGas,2025,capaConvResi,5.5161,
usa,louisiana,chpGas,2030,capaConvResi,4.1371,
usa,louisiana,chpGas,2035,capaConvResi,3.1031,
usa,louisiana,chpGas,2040,capaConvResi,2.3271,
usa,louisiana,chpGas,2045,capaConvResi,1.7451,
usa,louisiana,chpGas,2050,capaConvResi,1.3091,
usa,massachusetts,chpGas,2020,capaConvResi,1.9881,
usa,massachusetts,chpGas,2025,capaConvResi,1.4911,
usa,massachusetts,chpGas,2030,capaConvResi,1.1181,
usa,massachusetts,chpGas,2035,capaConvResi,0.8391,
usa,massachusetts,chpGas,2040,capaConvResi,0.6291,
usa,massachusetts,chpGas,2045,capaConvResi,0.4721,
usa,massachusetts,chpGas,2050,capaConvResi,0.3541,
usa,maryland,chpGas,2020,capaConvResi,0.4841,
usa,maryland,chpGas,2025,capaConvResi,0.3631,
usa,maryland,chpGas,2030,capaConvResi,0.2721,
usa,maryland,chpGas,2035,capaConvResi,0.2041,
usa,maryland,chpGas,2040,capaConvResi,0.1531,
usa,maryland,chpGas,2045,capaConvResi,0.1151,
usa,maryland,chpGas,2050,capaConvResi,0.0861,
usa,maine,chpGas,2020,capaConvResi,0.2521,
usa,maine,chpGas,2025,capaConvResi,0.1891,
usa,maine,chpGas,2030,capaConvResi,0.1421,
usa,maine,chpGas,2035,capaConvResi,0.1061,
usa,maine,chpGas,2040,capaConvResi,0.0801,
usa,maine,chpGas,2045,capaConvResi,0.0601,
usa,maine,chpGas,2050,capaConvResi,0.0451,
usa,michigan,chpGas,2020,capaConvResi,3.7511,
usa,michigan,chpGas,2025,capaConvResi,2.8131,
usa,michigan,chpGas,2030,capaConvResi,2.1101,
usa,michigan,chpGas,2035,capaConvResi,1.5821,
usa,michigan,chpGas,2040,capaConvResi,1.1871,
usa,michigan,chpGas,2045,capaConvResi,0.8901,
usa,michigan,chpGas,2050,capaConvResi,0.6681,
usa,minnesota,chpGas,2020,capaConvResi,0.4271,
usa,minnesota,chpGas,2025,capaConvResi,0.3211,
usa,minnesota,chpGas,2030,capaConvResi,0.2401,
usa,minnesota,chpGas,2035,capaConvResi,0.1801,
usa,minnesota,chpGas,2040,capaConvResi,0.1351,
usa,minnesota,chpGas,2045,capaConvResi,0.1011,
usa,minnesota,chpGas,2050,capaConvResi,0.0761,
usa,missouri,chpGas,2020,capaConvResi,0.1751,
usa,missouri,chpGas,2025,capaConvResi,0.1311,
usa,missouri,chpGas,2030,capaConvResi,0.0981,
usa,missouri,chpGas,2035,capaConvResi,0.0741,
usa,missouri,chpGas,2040,capaConvResi,0.0551,
usa,missouri,chpGas,2045,capaConvResi,0.0421,
usa,missouri,chpGas,2050,capaConvResi,0.0311,
usa,mississippi,chpGas,2020,capaConvResi,0.2941,
usa,mississippi,chpGas,2025,capaConvResi,0.2211,
usa,mississippi,chpGas,2030,capaConvResi,0.1651,
usa,mississippi,chpGas,2035,capaConvResi,0.1241,
usa,mississippi,chpGas,2040,capaConvResi,0.0931,
usa,mississippi,chpGas,2045,capaConvResi,0.0701,
usa,mississippi,chpGas,2050,capaConvResi,0.0521,
usa,northCarolina,chpGas,2020,capaConvResi,0.3191,
usa,northCarolina,chpGas,2025,capaConvResi,0.2401,
usa,northCarolina,chpGas,2030,capaConvResi,0.1801,
usa,northCarolina,chpGas,2035,capaConvResi,0.1351,
usa,northCarolina,chpGas,2040,capaConvResi,0.1011,
usa,northCarolina,chpGas,2045,capaConvResi,0.0761,
usa,northCarolina,chpGas,2050,capaConvResi,0.0571,
usa,newHampshire,chpGas,2020,capaConvResi,0.0331,
usa,newHampshire,chpGas,2025,capaConvResi,0.0251,
usa,newHampshire,chpGas,2030,capaConvResi,0.0191,
usa,newJersey,chpGas,2020,capaConvResi,3.0991,
usa,newJersey,chpGas,2025,capaConvResi,2.3241,
usa,newJersey,chpGas,2030,capaConvResi,1.7431,
usa,newJersey,chpGas,2035,capaConvResi,1.3081,
usa,newJersey,chpGas,2040,capaConvResi,0.9811,
usa,newJersey,chpGas,2045,capaConvResi,0.7351,
usa,newJersey,chpGas,2050,capaConvResi,0.5521,
usa,newMexico,chpGas,2020,capaConvResi,0.1001,
usa,newMexico,chpGas,2025,capaConvResi,0.0751,
usa,newMexico,chpGas,2030,capaConvResi,0.0561,
usa,newMexico,chpGas,2035,capaConvResi,0.0421,
usa,newMexico,chpGas,2040,capaConvResi,0.0321,
usa,newMexico,chpGas,2045,capaConvResi,0.0241,
usa,newMexico,chpGas,2050,capaConvResi,0.0181,
usa,nevada,chpGas,2020,capaConvResi,0.3811,
usa,nevada,chpGas,2025,capaConvResi,0.2861,
usa,nevada,chpGas,2030,capaConvResi,0.2141,
usa,nevada,chpGas,2035,capaConvResi,0.1611,
usa,nevada,chpGas,2040,capaConvResi,0.1211,
usa,nevada,chpGas,2045,capaConvResi,0.0901,
usa,nevada,chpGas,2050,capaConvResi,0.0681,
usa,newYork,chpGas,2020,capaConvResi,6.3611,
usa,newYork,chpGas,2025,capaConvResi,4.7711,
usa,newYork,chpGas,2030,capaConvResi,3.5781,
usa,newYork,chpGas,2035,capaConvResi,2.6841,
usa,newYork,chpGas,2040,capaConvResi,2.0131,
usa,newYork,chpGas,2045,capaConvResi,1.5091,
usa,newYork,chpGas,2050,capaConvResi,1.1321,
usa,ohio,chpGas,2020,capaConvResi,0.3791,
usa,ohio,chpGas,2025,capaConvResi,0.2841,
usa,ohio,chpGas,2030,capaConvResi,0.2131,
usa,ohio,chpGas,2035,capaConvResi,0.1601,
usa,ohio,chpGas,2040,capaConvResi,0.1201,
usa,ohio,chpGas,2045,capaConvResi,0.0901,
usa,ohio,chpGas,2050,capaConvResi,0.0681,
usa,oklahoma,chpGas,2020,capaConvResi,0.0521,
usa,oklahoma,chpGas,2025,capaConvResi,0.0391,
usa,oklahoma,chpGas,2030,capaConvResi,0.0291,
usa,oklahoma,chpGas,2035,capaConvResi,0.0221,
usa,oregon,chpGas,2020,capaConvResi,2.2401,
usa,oregon,chpGas,2025,capaConvResi,1.6801,
usa,oregon,chpGas,2030,capaConvResi,1.2601,
usa,oregon,chpGas,2035,capaConvResi,0.9451,
usa,oregon,chpGas,2040,capaConvResi,0.7091,
usa,oregon,chpGas,2045,capaConvResi,0.5321,
usa,oregon,chpGas,2050,capaConvResi,0.3991,
usa,pennsylvania,chpGas,2020,capaConvResi,25.6791,
usa,pennsylvania,chpGas,2025,capaConvResi,19.2601,
usa,pennsylvania,chpGas,2030,capaConvResi,14.4451,
usa,pennsylvania,chpGas,2035,capaConvResi,10.8341,
usa,pennsylvania,chpGas,2040,capaConvResi,8.1251,
usa,pennsylvania,chpGas,2045,capaConvResi,6.0941,
usa,pennsylvania,chpGas,2050,capaConvResi,4.5701,
usa,rhodeIsland,chpGas,2020,capaConvResi,0.1511,
usa,rhodeIsland,chpGas,2025,capaConvResi,0.1141,
usa,rhodeIsland,chpGas,2030,capaConvResi,0.0851,
usa,rhodeIsland,chpGas,2035,capaConvResi,0.0641,
usa,rhodeIsland,chpGas,2040,capaConvResi,0.0481,
usa,rhodeIsland,chpGas,2045,capaConvResi,0.0361,
usa,rhodeIsland,chpGas,2050,capaConvResi,0.0271,
usa,southCarolina,chpGas,2020,capaConvResi,0.9671,
usa,southCarolina,chpGas,2025,capaConvResi,0.7261,
usa,southCarolina,chpGas,2030,capaConvResi,0.5441,
usa,southCarolina,chpGas,2035,capaConvResi,0.4081,
usa,southCarolina,chpGas,2040,capaConvResi,0.3061,
usa,southCarolina,chpGas,2045,capaConvResi,0.2301,
usa,southCarolina,chpGas,2050,capaConvResi,0.1721,
usa,tennessee,chpGas,2020,capaConvResi,0.0441,
usa,tennessee,chpGas,2025,capaConvResi,0.0331,
usa,tennessee,chpGas,2030,capaConvResi,0.0251,
usa,tennessee,chpGas,2035,capaConvResi,0.0191,
usa,texas,chpGas,2020,capaConvResi,21.7441,
usa,texas,chpGas,2025,capaConvResi,16.3081,
usa,texas,chpGas,2030,capaConvResi,12.2311,
usa,texas,chpGas,2035,capaConvResi,9.1731,
usa,texas,chpGas,2040,capaConvResi,6.8801,
usa,texas,chpGas,2045,capaConvResi,5.1601,
usa,texas,chpGas,2050,capaConvResi,3.8701,
usa,utah,chpGas,2020,capaConvResi,0.2171,
usa,utah,chpGas,2025,capaConvResi,0.1631,
usa,utah,chpGas,2030,capaConvResi,0.1221,
usa,utah,chpGas,2035,capaConvResi,0.0921,
usa,utah,chpGas,2040,capaConvResi,0.0691,
usa,utah,chpGas,2045,capaConvResi,0.0511,
usa,utah,chpGas,2050,capaConvResi,0.0391,
usa,virginia,chpGas,2020,capaConvResi,0.7671,
usa,virginia,chpGas,2025,capaConvResi,0.5751,
usa,virginia,chpGas,2030,capaConvResi,0.4311,
