region_1,region_2,technology_4,timestep_2,parameter,value,comment
mexico,occidental,pGas,2025,capaConvResi,7.2613,
mexico,occidental,pGas,2030,capaConvResi,6.1711,
mexico,occidental,pGas,2035,capaConvResi,5.2454,
mexico,occidental,pGas,2040,capaConvResi,4.4596,
mexico,oriental,pGas,2020,capaConvResi,8.3004,
mexico,oriental,pGas,2025,capaConvResi,7.0549,
mexico,oriental,pGas,2030,capaConvResi,5.9973,
mexico,oriental,pGas,2035,capaConvResi,5.097,
mexico,oriental,pGas,2040,capaConvResi,4.3328,
mexico,peninsular,pGas,2020,capaConvResi,6.878,
mexico,peninsular,pGas,2025,capaConvResi,5.8451,
mexico,peninsular,pGas,2030,capaConvResi,4.9689,
mexico,peninsular,pGas,2035,capaConvResi,4.2241,
mexico,peninsular,pGas,2040,capaConvResi,3.5901,
mexico,oriental,pNuclear,2020,capaConvResi,4.1641,
mexico,oriental,pNuclear,2025,capaConvResi,3.5401,
mexico,oriental,pNuclear,2030,capaConvResi,3.0091,
mexico,oriental,pNuclear,2035,capaConvResi,2.5581,
mexico,oriental,pNuclear,2040,capaConvResi,2.1741,
mexico,oriental,pNuclear,2045,capaConvResi,1.8481,
mexico,oriental,pNuclear,2050,capaConvResi,1.5711,
mexico,bajaCalifornia,pOil,2020,capaConvResi,1.2671,
mexico,bajaCalifornia,pOil,2025,capaConvResi,1.0771,
mexico,bajaCalifornia,pOil,2030,capaConvResi,0.9151,
mexico,bajaCalifornia,pOil,2035,capaConvResi,0.7781,
mexico,bajaCalifornia,pOil,2040,capaConvResi,0.6611,
mexico,bajaCaliforniaSur,pOil,2020,capaConvResi,2.0541,
mexico,bajaCaliforniaSur,pOil,2025,capaConvResi,1.7461,
mexico,bajaCaliforniaSur,pOil,2030,capaConvResi,1.4841,
mexico,bajaCaliforniaSur,pOil,2035,capaConvResi,1.2611,
mexico,bajaCaliforniaSur,pOil,2040,capaConvResi,1.0721,
mexico,central,pOil,2020,capaConvResi,5.3111,
mexico,central,pOil,2025,capaConvResi,4.5141,
mexico,central,pOil,2030,capaConvResi,3.8371,
mexico,central,pOil,2035,capaConvResi,3.2621,
mexico,central,pOil,2040,capaConvResi,2.7721,
mexico,noroeste,pOil,2020,capaConvResi,0.7341,
mexico,noroeste,pOil,2025,capaConvResi,0.6241,
mexico,noroeste,pOil,2030,capaConvResi,0.5311,
mexico,noroeste,pOil,2035,capaConvResi,0.4511,
mexico,noroeste,pOil,2040,capaConvResi,0.3831,
mexico,noreste,pOil,2020,capaConvResi,2.6091,
mexico,noreste,pOil,2025,capaConvResi,2.2171,
mexico,noreste,pOil,2030,capaConvResi,1.8851,
mexico,noreste,pOil,2035,capaConvResi,1.6021,
mexico,noreste,pOil,2040,capaConvResi,1.3621,
mexico,norte,pOil,2020,capaConvResi,4.2791,
mexico,norte,pOil,2025,capaConvResi,3.6371,
mexico,norte,pOil,2030,capaConvResi,3.0911,
mexico,norte,pOil,2035,capaConvResi,2.6281,
mexico,norte,pOil,2040,capaConvResi,2.2341,
mexico,occidental,pOil,2020,capaConvResi,4.7701,
mexico,occidental,pOil,2025,capaConvResi,4.0551,
mexico,occidental,pOil,2030,capaConvResi,3.4461,
mexico,occidental,pOil,2035,capaConvResi,2.9291,
mexico,occidental,pOil,2040,capaConvResi,2.4901,
mexico,oriental,pOil,2020,capaConvResi,6.6181,
mexico,oriental,pOil,2025,capaConvResi,5.6251,
mexico,oriental,pOil,2030,capaConvResi,4.7811,
mexico,oriental,pOil,2035,capaConvResi,4.0641,
mexico,oriental,pOil,2040,capaConvResi,3.4551,
mexico,peninsular,pOil,2020,capaConvResi,2.2961,
mexico,peninsular,pOil,2025,capaConvResi,1.9511,
mexico,peninsular,pOil,2030,capaConvResi,1.6591,
mexico,peninsular,pOil,2035,capaConvResi,1.4101,
mexico,peninsular,pOil,2040,capaConvResi,1.1981,
mexico,peninsular,pOil,2045,capaConvResi,0.8991,
mexico,peninsular,pOil,2050,capaConvResi,0.6741,
mexico,central,chpGas,2020,capaConvResi,0.0921,
mexico,central,chpGas,2025,capaConvResi,0.0691,
mexico,central,chpGas,2030,capaConvResi,0.0521,
mexico,central,chpGas,2035,capaConvResi,0.0391,
mexico,central,chpGas,2040,capaConvResi,0.0291,
mexico,central,chpGas,2045,capaConvResi,0.0221,
mexico,occidental,resGeothermal,2020,capaConvResi,2.542,
mexico,occidental,resGeothermal,2025,capaConvResi,1.907,
mexico,occidental,resGeothermal,2030,capaConvResi,1.43,
mexico,occidental,resGeothermal,2035,capaConvResi,1.072,
mexico,occidental,resGeothermal,2040,capaConvResi,0.804,
mexico,occidental,resGeothermal,2045,capaConvResi,0.603,
mexico,occidental,resGeothermal,2050,capaConvResi,0.452,
mexico,central,resHydroLarge,2020,capaConvResi,0.867,
mexico,central,resHydroLarge,2025,capaConvResi,0.65,
mexico,central,resHydroLarge,2030,capaConvResi,0.488,
mexico,central,resHydroLarge,2035,capaConvResi,0.366,
mexico,central,resHydroLarge,2040,capaConvResi,0.274,
mexico,central,resHydroLarge,2045,capaConvResi,0.206,
mexico,central,resHydroLarge,2050,capaConvResi,0.154,
mexico,noreste,chpGas,2020,capaConvResi,0.1761,
mexico,noreste,chpGas,2025,capaConvResi,0.1321,
mexico,noreste,chpGas,2030,capaConvResi,0.0991,
mexico,noreste,chpGas,2035,capaConvResi,0.0741,
mexico,noreste,chpGas,2040,capaConvResi,0.0561,
mexico,noreste,chpGas,2045,capaConvResi,0.0421,
mexico,noreste,chpGas,2050,capaConvResi,0.0311,
mexico,noreste,resHydroLarge,2020,capaConvResi,8.213,
mexico,noreste,resHydroLarge,2025,capaConvResi,6.16,
mexico,noreste,resHydroLarge,2030,capaConvResi,4.62,
mexico,noreste,resHydroLarge,2035,capaConvResi,3.465,
mexico,noreste,resHydroLarge,2040,capaConvResi,2.599,
mexico,noreste,resHydroLarge,2045,capaConvResi,1.949,
mexico,noreste,resHydroLarge,2050,capaConvResi,1.462,
mexico,noroeste,resHydroLarge,2020,capaConvResi,2.371,
mexico,noroeste,resHydroLarge,2025,capaConvResi,1.778,
mexico,noroeste,resHydroLarge,2030,capaConvResi,1.334,
mexico,noroeste,resHydroLarge,2035,capaConvResi,1,
mexico,noroeste,resHydroLarge,2040,capaConvResi,0.75,
mexico,noroeste,resHydroLarge,2045,capaConvResi,0.563,
mexico,noroeste,resHydroLarge,2050,capaConvResi,0.422,
mexico,norte,resHydroLarge,2020,capaConvResi,0.119,
mexico,norte,resHydroLarge,2025,capaConvResi,0.089,
mexico,norte,resHydroLarge,2030,capaConvResi,0.067,
mexico,norte,resHydroLarge,2035,capaConvResi,0.05,
mexico,norte,resHydroLarge,2040,capaConvResi,0.038,
mexico,occidental,resHydroLarge,2020,capaConvResi,23.212,
mexico,occidental,resHydroLarge,2025,capaConvResi,17.409,
mexico,occidental,resHydroLarge,2030,capaConvResi,13.057,
mexico,occidental,resHydroLarge,2035,capaConvResi,9.792,
mexico,occidental,resHydroLarge,2040,capaConvResi,7.344,
mexico,occidental,resHydroLarge,2045,capaConvResi,5.508,
mexico,occidental,resHydroLarge,2050,capaConvResi,4.131,
mexico,oriental,resHydroLarge,2020,capaConvResi,19.517,
mexico,oriental,resHydroLarge,2025,capaConvResi,14.638,
mexico,oriental,resHydroLarge,2030,capaConvResi,10.979,
mexico,oriental,resHydroLarge,2035,capaConvResi,8.234,
mexico,oriental,resHydroLarge,2040,capaConvResi,6.175,
mexico,oriental,resHydroLarge,2045,capaConvResi,4.632,
mexico,oriental,resHydroLarge,2050,capaConvResi,3.474,
mexico,bajaCaliforniaSur,resPvUtilityOpt,2020,capaConvResi,0.98,
mexico,bajaCaliforniaSur,resPvUtilityOpt,2025,capaConvResi,0.735,
mexico,bajaCaliforniaSur,resPvUtilityOpt,2030,capaConvResi,0.551,
mexico,bajaCaliforniaSur,resPvUtilityOpt,2035,capaConvResi,0.413,
mexico,bajaCaliforniaSur,resPvUtilityOpt,2040,capaConvResi,0.31,
mexico,bajaCaliforniaSur,resPvUtilityOpt,2045,capaConvResi,0.233,
mexico,bajaCaliforniaSur,resPvUtilityOpt,2050,capaConvResi,0.174,
mexico,norte,resPvUtilityOpt,2020,capaConvResi,0.02,
mexico,norte,resPvUtilityOpt,2025,capaConvResi,0.015,
mexico,norte,resPvUtilityOpt,2030,capaConvResi,0.011,
mexico,bajaCalifornia,resWindOnshoreOpt,2020,capaConvResi,0.011,
mexico,central,resWindOnshoreOpt,2020,capaConvResi,0.016,
mexico,central,resWindOnshoreOpt,2025,capaConvResi,0.012,
mexico,oriental,chpGas,2020,capaConvResi,1.7221,
mexico,oriental,chpGas,2025,capaConvResi,1.2921,
mexico,oriental,chpGas,2030,capaConvResi,0.9691,
mexico,oriental,chpGas,2035,capaConvResi,0.7271,
mexico,oriental,chpGas,2040,capaConvResi,0.5451,
mexico,oriental,chpGas,2045,capaConvResi,0.4091,
mexico,oriental,chpGas,2050,capaConvResi,0.3071,
mexico,noreste,resWindOnshoreOpt,2020,capaConvResi,0.136,
mexico,noreste,resWindOnshoreOpt,2025,capaConvResi,0.102,
mexico,noreste,resWindOnshoreOpt,2030,capaConvResi,0.077,
mexico,noreste,resWindOnshoreOpt,2035,capaConvResi,0.057,
mexico,noreste,resWindOnshoreOpt,2040,capaConvResi,0.043,
mexico,noreste,resWindOnshoreOpt,2045,capaConvResi,0.032,
mexico,noreste,resWindOnshoreOpt,2050,capaConvResi,0.024,
mexico,occidental,resWindOnshoreOpt,2020,capaConvResi,0.155,
mexico,occidental,resWindOnshoreOpt,2025,capaConvResi,0.116,
mexico,occidental,resWindOnshoreOpt,2030,capaConvResi,0.087,
mexico,occidental,resWindOnshoreOpt,2035,capaConvResi,0.065,
mexico,occidental,resWindOnshoreOpt,2040,capaConvResi,0.049,
mexico,occidental,resWindOnshoreOpt,2045,capaConvResi,0.037,
mexico,occidental,resWindOnshoreOpt,2050,capaConvResi,0.027,
mexico,oriental,resWindOnshoreOpt,2020,capaConvResi,2.257,
mexico,oriental,resWindOnshoreOpt,2025,capaConvResi,1.693,
mexico,oriental,resWindOnshoreOpt,2030,capaConvResi,1.27,
mexico,oriental,resWindOnshoreOpt,2035,capaConvResi,0.952,
mexico,oriental,resWindOnshoreOpt,2040,capaConvResi,0.714,
mexico,oriental,resWindOnshoreOpt,2045,capaConvResi,0.536,
mexico,oriental,resWindOnshoreOpt,2050,capaConvResi,0.402,
mexico,bajaCalifornia,hhtBiomass,2020,capaConvResi,0.049,
mexico,bajaCalifornia,hhtBiomass,2025,capaConvResi,0.037,
mexico,bajaCalifornia,hhtBiomass,2030,capaConvResi,0.028,
mexico,bajaCalifornia,hhtBiomass,2035,capaConvResi,0.021,
mexico,bajaCaliforniaSur,hhtBiomass,2020,capaConvResi,0.013,
mexico,central,hhtBiomass,2020,capaConvResi,0.545,
mexico,central,hhtBiomass,2025,capaConvResi,0.409,
mexico,central,hhtBiomass,2030,capaConvResi,0.307,
mexico,central,hhtBiomass,2035,capaConvResi,0.23,
mexico,noreste,hhtBiomass,2020,capaConvResi,0.257,
mexico,noreste,hhtBiomass,2025,capaConvResi,0.192,
mexico,noreste,hhtBiomass,2030,capaConvResi,0.144,
mexico,noreste,hhtBiomass,2035,capaConvResi,0.108,
mexico,noroeste,hhtBiomass,2020,capaConvResi,0.083,
mexico,noroeste,hhtBiomass,2025,capaConvResi,0.063,
mexico,noroeste,hhtBiomass,2030,capaConvResi,0.047,
mexico,noroeste,hhtBiomass,2035,capaConvResi,0.035,
mexico,norte,hhtBiomass,2020,capaConvResi,0.123,
mexico,norte,hhtBiomass,2025,capaConvResi,0.092,
mexico,norte,hhtBiomass,2030,capaConvResi,0.069,
mexico,norte,hhtBiomass,2035,capaConvResi,0.052,
mexico,occidental,hhtBiomass,2020,capaConvResi,0.272,
mexico,occidental,hhtBiomass,2025,capaConvResi,0.204,
mexico,occidental,hhtBiomass,2030,capaConvResi,0.153,
mexico,occidental,hhtBiomass,2035,capaConvResi,0.115,
mexico,oriental,hhtBiomass,2020,capaConvResi,0.185,
mexico,oriental,hhtBiomass,2025,capaConvResi,0.139,
mexico,oriental,hhtBiomass,2030,capaConvResi,0.104,
mexico,oriental,hhtBiomass,2035,capaConvResi,0.078,
mexico,peninsular,hhtBiomass,2020,capaConvResi,0.119,
mexico,peninsular,hhtBiomass,2025,capaConvResi,0.089,
mexico,peninsular,hhtBiomass,2030,capaConvResi,0.067,
mexico,peninsular,hhtBiomass,2035,capaConvResi,0.05,
mexico,bajaCalifornia,hhtHardcoal,2020,capaConvResi,0.9028,
mexico,bajaCalifornia,hhtHardcoal,2025,capaConvResi,0.6765,
mexico,bajaCalifornia,hhtHardcoal,2030,capaConvResi,0.5074,
mexico,bajaCalifornia,hhtHardcoal,2035,capaConvResi,0.3805,
mexico,bajaCaliforniaSur,hhtHardcoal,2020,capaConvResi,0.1451,
mexico,bajaCaliforniaSur,hhtHardcoal,2025,capaConvResi,0.1088,
mexico,bajaCaliforniaSur,hhtHardcoal,2030,capaConvResi,0.082,
mexico,bajaCaliforniaSur,hhtHardcoal,2035,capaConvResi,0.0615,
mexico,central,hhtHardcoal,2020,capaConvResi,4.0371,
mexico,central,hhtHardcoal,2025,capaConvResi,3.0281,
mexico,central,hhtHardcoal,2030,capaConvResi,2.2711,
mexico,central,hhtHardcoal,2035,capaConvResi,1.7031,
mexico,noreste,hhtHardcoal,2020,capaConvResi,2.0075,
mexico,noreste,hhtHardcoal,2025,capaConvResi,1.5051,
mexico,noreste,hhtHardcoal,2030,capaConvResi,1.1286,
mexico,noreste,hhtHardcoal,2035,capaConvResi,0.8472,
mexico,noroeste,hhtHardcoal,2020,capaConvResi,1.2161,
mexico,noroeste,hhtHardcoal,2025,capaConvResi,0.9126,
mexico,noroeste,hhtHardcoal,2030,capaConvResi,0.6845,
mexico,noroeste,hhtHardcoal,2035,capaConvResi,0.5139,
mexico,norte,hhtHardcoal,2020,capaConvResi,1.6831,
mexico,norte,hhtHardcoal,2025,capaConvResi,1.2619,
mexico,norte,hhtHardcoal,2030,capaConvResi,0.946,
mexico,norte,hhtHardcoal,2035,capaConvResi,0.7095,
mexico,occidental,hhtHardcoal,2020,capaConvResi,2.7914,
mexico,occidental,hhtHardcoal,2025,capaConvResi,2.0932,
mexico,occidental,hhtHardcoal,2030,capaConvResi,1.5699,
mexico,occidental,hhtHardcoal,2035,capaConvResi,1.1771,
mexico,oriental,hhtHardcoal,2020,capaConvResi,2.1205,
mexico,oriental,hhtHardcoal,2025,capaConvResi,1.5911,
mexico,oriental,hhtHardcoal,2030,capaConvResi,1.1922,
mexico,oriental,hhtHardcoal,2035,capaConvResi,0.8942,
mexico,peninsular,hhtHardcoal,2020,capaConvResi,1.4868,
mexico,peninsular,hhtHardcoal,2025,capaConvResi,1.1151,
mexico,peninsular,hhtHardcoal,2030,capaConvResi,0.8359,
mexico,peninsular,hhtHardcoal,2035,capaConvResi,0.6274,
mexico,bajaCalifornia,hhtGas,2020,capaConvResi,0.6868,
mexico,bajaCalifornia,hhtGas,2025,capaConvResi,0.5155,
mexico,bajaCalifornia,hhtGas,2030,capaConvResi,0.3859,
mexico,bajaCalifornia,hhtGas,2035,capaConvResi,0.2898,
mexico,bajaCaliforniaSur,hhtGas,2020,capaConvResi,0.1093,
mexico,bajaCaliforniaSur,hhtGas,2025,capaConvResi,0.082,
mexico,bajaCaliforniaSur,hhtGas,2030,capaConvResi,0.0617,
mexico,bajaCaliforniaSur,hhtGas,2035,capaConvResi,0.0466,
mexico,central,hhtGas,2020,capaConvResi,4.7761,
mexico,central,hhtGas,2025,capaConvResi,3.5821,
mexico,central,hhtGas,2030,capaConvResi,2.6861,
mexico,central,hhtGas,2035,capaConvResi,2.0151,
mexico,noreste,hhtGas,2020,capaConvResi,2.2456,
mexico,noreste,hhtGas,2025,capaConvResi,1.6842,
mexico,noreste,hhtGas,2030,capaConvResi,1.2629,
mexico,noreste,hhtGas,2035,capaConvResi,0.9477,
mexico,noroeste,hhtGas,2020,capaConvResi,0.9563,
mexico,noroeste,hhtGas,2025,capaConvResi,0.7175,
mexico,noroeste,hhtGas,2030,capaConvResi,0.5382,
mexico,noroeste,hhtGas,2035,capaConvResi,0.4036,
mexico,norte,hhtGas,2020,capaConvResi,2.4013,
mexico,norte,hhtGas,2025,capaConvResi,1.8015,
mexico,norte,hhtGas,2030,capaConvResi,1.3512,
mexico,norte,hhtGas,2035,capaConvResi,1.0123,
mexico,occidental,hhtGas,2020,capaConvResi,5.3212,
mexico,occidental,hhtGas,2025,capaConvResi,3.9904,
mexico,occidental,hhtGas,2030,capaConvResi,2.9928,
mexico,occidental,hhtGas,2035,capaConvResi,2.2457,
mexico,oriental,hhtGas,2020,capaConvResi,4.0417,
mexico,oriental,hhtGas,2025,capaConvResi,3.0313,
mexico,oriental,hhtGas,2030,capaConvResi,2.2735,
mexico,oriental,hhtGas,2035,capaConvResi,1.7058,
mexico,peninsular,hhtGas,2020,capaConvResi,1.2465,
mexico,peninsular,hhtGas,2025,capaConvResi,0.9352,
mexico,peninsular,hhtGas,2030,capaConvResi,0.7014,
mexico,peninsular,hhtGas,2035,capaConvResi,0.5261,
mexico,bajaCalifornia,hhtOil,2020,capaConvResi,2.6785,
mexico,bajaCalifornia,hhtOil,2025,capaConvResi,2.0135,
mexico,bajaCalifornia,hhtOil,2030,capaConvResi,1.5055,
mexico,bajaCalifornia,hhtOil,2035,capaConvResi,1.1268,
mexico,bajaCaliforniaSur,hhtOil,2020,capaConvResi,0.3645,
mexico,bajaCaliforniaSur,hhtOil,2025,capaConvResi,0.2746,
mexico,bajaCaliforniaSur,hhtOil,2030,capaConvResi,0.2047,
mexico,bajaCaliforniaSur,hhtOil,2035,capaConvResi,0.1548,
mexico,central,hhtOil,2020,capaConvResi,3.5656,
mexico,central,hhtOil,2025,capaConvResi,2.6739,
mexico,central,hhtOil,2030,capaConvResi,2.0055,
mexico,central,hhtOil,2035,capaConvResi,1.5038,
mexico,noreste,hhtOil,2020,capaConvResi,6.0652,
mexico,noreste,hhtOil,2025,capaConvResi,4.5499,
mexico,noreste,hhtOil,2030,capaConvResi,3.4105,
mexico,noreste,hhtOil,2035,capaConvResi,2.5589,
mexico,noroeste,hhtOil,2020,capaConvResi,3.5348,
mexico,noroeste,hhtOil,2025,capaConvResi,2.6493,
mexico,noroeste,hhtOil,2030,capaConvResi,1.987,
mexico,noroeste,hhtOil,2035,capaConvResi,1.4903,
mexico,norte,hhtOil,2020,capaConvResi,7.6073,
mexico,norte,hhtOil,2025,capaConvResi,5.7055,
mexico,norte,hhtOil,2030,capaConvResi,4.2739,
mexico,norte,hhtOil,2035,capaConvResi,3.2081,
mexico,occidental,hhtOil,2020,capaConvResi,13.6344,
mexico,occidental,hhtOil,2025,capaConvResi,10.2258,
mexico,occidental,hhtOil,2030,capaConvResi,7.6651,
mexico,occidental,hhtOil,2035,capaConvResi,5.7489,
mexico,oriental,hhtOil,2020,capaConvResi,11.3838,
mexico,oriental,hhtOil,2025,capaConvResi,8.5379,
mexico,oriental,hhtOil,2030,capaConvResi,6.4008,
mexico,oriental,hhtOil,2035,capaConvResi,4.8058,
mexico,peninsular,hhtOil,2020,capaConvResi,3.9723,
mexico,peninsular,hhtOil,2025,capaConvResi,2.9764,
mexico,peninsular,hhtOil,2030,capaConvResi,2.2337,
mexico,peninsular,hhtOil,2035,capaConvResi,1.6767,
mexico,bajaCalifornia,resPvUtilityOpt,2020,capaConvResi,0.064,
mexico,bajaCalifornia,resPvUtilityOpt,2025,capaConvResi,0.048,
mexico,bajaCalifornia,resPvUtilityOpt,2030,capaConvResi,0.036,
mexico,bajaCalifornia,resPvUtilityOpt,2035,capaConvResi,0.027,
mexico,bajaCalifornia,resPvUtilityOpt,2040,capaConvResi,0.02,
mexico,bajaCalifornia,resPvUtilityOpt,2045,capaConvResi,0.015,
mexico,bajaCalifornia,resPvUtilityOpt,2050,capaConvResi,0.011,
mexico,occidental,pHardcoal,2020,capaConvResi,4.6153,
mexico,occidental,pHardcoal,2025,capaConvResi,3.9232,
mexico,occidental,pHardcoal,2030,capaConvResi,3.3346,
mexico,occidental,pHardcoal,2035,capaConvResi,2.8342,
mexico,occidental,pHardcoal,2040,capaConvResi,2.4094,
mexico,oriental,resGeothermal,2020,capaConvResi,0.179,
mexico,oriental,resGeothermal,2025,capaConvResi,0.134,
mexico,oriental,resGeothermal,2030,capaConvResi,0.101,
mexico,oriental,resGeothermal,2035,capaConvResi,0.076,
mexico,oriental,resGeothermal,2040,capaConvResi,0.057,
mexico,oriental,resGeothermal,2045,capaConvResi,0.042,
mexico,oriental,resGeothermal,2050,capaConvResi,0.032,
usa,alabama,chpBiomass_,2020,capaConvResi,1.5511,
usa,alabama,chpBiomass_,2025,capaConvResi,1.1631,
usa,alabama,chpBiomass_,2030,capaConvResi,0.8731,
usa,alabama,chpBiomass_,2035,capaConvResi,0.6541,
usa,alabama,chpBiomass_,2040,capaConvResi,0.4911,
usa,arkansas,chpBiomass_,2020,capaConvResi,0.8881,
usa,arkansas,chpBiomass_,2025,capaConvResi,0.6661,
usa,arkansas,chpBiomass_,2030,capaConvResi,0.5001,
usa,arkansas,chpBiomass_,2035,capaConvResi,0.3751,
usa,arkansas,chpBiomass_,2040,capaConvResi,0.2811,
usa,california,chpBiomass_,2020,capaConvResi,1.4031,
usa,california,chpBiomass_,2025,capaConvResi,1.0521,
usa,california,chpBiomass_,2030,capaConvResi,0.7891,
usa,california,chpBiomass_,2035,capaConvResi,0.5921,
usa,california,chpBiomass_,2040,capaConvResi,0.4441,
usa,florida,chpBiomass_,2020,capaConvResi,1.5991,
usa,florida,chpBiomass_,2025,capaConvResi,1.2001,
usa,florida,chpBiomass_,2030,capaConvResi,0.9001,
usa,florida,chpBiomass_,2035,capaConvResi,0.6751,
usa,florida,chpBiomass_,2040,capaConvResi,0.5061,
usa,georgia,chpBiomass_,2020,capaConvResi,1.5471,
usa,georgia,chpBiomass_,2025,capaConvResi,1.1601,
usa,georgia,chpBiomass_,2030,capaConvResi,0.8701,
usa,georgia,chpBiomass_,2035,capaConvResi,0.6531,
usa,georgia,chpBiomass_,2040,capaConvResi,0.4891,
usa,iowa,chpBiomass_,2020,capaConvResi,0.0551,
usa,iowa,chpBiomass_,2025,capaConvResi,0.0421,
usa,iowa,chpBiomass_,2030,capaConvResi,0.0311,
usa,idaho,chpBiomass_,2020,capaConvResi,0.3661,
usa,idaho,chpBiomass_,2025,capaConvResi,0.2751,
usa,idaho,chpBiomass_,2030,capaConvResi,0.2061,
usa,idaho,chpBiomass_,2035,capaConvResi,0.1541,
usa,idaho,chpBiomass_,2040,capaConvResi,0.1161,
usa,illinois,chpBiomass_,2020,capaConvResi,0.0941,
usa,illinois,chpBiomass_,2025,capaConvResi,0.0711,
usa,illinois,chpBiomass_,2030,capaConvResi,0.0531,
usa,illinois,chpBiomass_,2035,capaConvResi,0.0401,
usa,indiana,chpBiomass_,2020,capaConvResi,0.0771,
usa,indiana,chpBiomass_,2025,capaConvResi,0.0581,
usa,indiana,chpBiomass_,2030,capaConvResi,0.0431,
usa,indiana,chpBiomass_,2035,capaConvResi,0.0321,
usa,kansas,chpBiomass_,2020,capaConvResi,0.0521,
usa,kansas,chpBiomass_,2025,capaConvResi,0.0391,
usa,kentucky,chpBiomass_,2020,capaConvResi,0.2131,
usa,kentucky,chpBiomass_,2025,capaConvResi,0.1601,
usa,kentucky,chpBiomass_,2030,capaConvResi,0.1201,
usa,kentucky,chpBiomass_,2035,capaConvResi,0.0901,
usa,kentucky,chpBiomass_,2040,capaConvResi,0.0671,
usa,louisiana,chpBiomass_,2020,capaConvResi,1.4931,
usa,louisiana,chpBiomass_,2025,capaConvResi,1.1201,
usa,louisiana,chpBiomass_,2030,capaConvResi,0.8401,
usa,louisiana,chpBiomass_,2035,capaConvResi,0.6301,
usa,louisiana,chpBiomass_,2040,capaConvResi,0.4721,
usa,massachusetts,chpBiomass_,2020,capaConvResi,0.2171,
usa,massachusetts,chpBiomass_,2025,capaConvResi,0.1621,
usa,massachusetts,chpBiomass_,2030,capaConvResi,0.1221,
usa,massachusetts,chpBiomass_,2035,capaConvResi,0.0911,
usa,massachusetts,chpBiomass_,2040,capaConvResi,0.0691,
usa,maine,chpBiomass_,2020,capaConvResi,0.8291,
usa,maine,chpBiomass_,2025,capaConvResi,0.6221,
usa,maine,chpBiomass_,2030,capaConvResi,0.4661,
usa,maine,chpBiomass_,2035,capaConvResi,0.3501,
usa,maine,chpBiomass_,2040,capaConvResi,0.2621,
usa,michigan,chpBiomass_,2020,capaConvResi,0.8201,
usa,michigan,chpBiomass_,2025,capaConvResi,0.6151,
usa,michigan,chpBiomass_,2030,capaConvResi,0.4611,
usa,michigan,chpBiomass_,2035,capaConvResi,0.3461,
usa,michigan,chpBiomass_,2040,capaConvResi,0.2601,
usa,minnesota,chpBiomass_,2020,capaConvResi,0.8291,
usa,minnesota,chpBiomass_,2025,capaConvResi,0.6221,
usa,minnesota,chpBiomass_,2030,capaConvResi,0.4661,
usa,minnesota,chpBiomass_,2035,capaConvResi,0.3501,
